,annual_stock_code,div_year,annual_revenue('000),annual_net_income('000),annual_eps,annual_dp(%)
1893,4596,2018,50160,14002,0.1,0.0
1894,4596,2019,48840,-6141,-0.044,0.0
1895,4596,2020,50172,-23775,-0.17,0.0
1896,4596,2021,46001,-20429,-0.146,0.0
1897,4596,2022,45171,-270503,-1.938,0.0
1898,4596,2023,40203,-20222,-0.145,0.0
1899,4634,2018,2472578,95246,0.122,0.88
1900,4634,2019,4037651,-381324,-0.487,-0.53
1901,4634,2020,2332262,-308018,-0.394,0.0
1902,4634,2021,2194023,-335732,-0.429,0.0
1903,4634,2022,1493605,-69253,-0.088,0.0
1904,4677,2018,15859067,361881,0.034,0.01
1905,4677,2019,17995043,258846,0.024,0.02
1906,4677,2020,19166932,-189855,-0.018,0.0
1907,4677,2021,17356196,-368688,-0.035,-0.72
1908,4677,2022,24161103,591785,0.048,0.62
1909,4677,2023,6488659,36621,0.003,0.0
1910,4707,2018,5519045,658889,2.81,1.0
1911,4707,2019,5518076,672914,2.87,0.98
1912,4707,2020,5412180,552714,2.357,0.98
1913,4707,2021,5733816,569811,2.43,1.0
1914,4707,2022,5016162,487482,2.079,0.67
1915,4715,2018,9927607,-19588,-0.003,-54.29
1916,4715,2019,10406938,1395353,0.247,0.81
1917,4715,2020,4528780,-2263862,-0.4,-0.36
1918,4715,2021,4156664,-946832,-0.168,-0.54
1919,4715,2022,6168337,-126003,-0.022,-2.69
1920,4723,2018,740450,15131,0.032,0.0
1921,4723,2019,1068185,108630,0.184,0.0
1922,4723,2020,259378,-80496,-0.097,0.0
1923,4723,2021,109661,51860,0.03,0.0
1924,4723,2022,43944,56743,0.028,0.0
1925,4731,2018,2626767,289806,0.596,0.34
1926,4731,2019,3247446,333697,0.663,0.3
1927,4731,2020,3518601,390114,0.757,0.3
1928,4731,2021,3655966,457233,0.415,0.22
1929,4731,2022,3985318,409874,0.264,0.34
1930,4731,2023,1029876,107175,0.069,0.0
1931,4758,2018,1954809,17581,0.082,0.0
1932,4758,2019,1987717,15287,0.072,0.0
1933,4758,2020,1472285,-9696,-0.044,0.0
1934,4758,2021,1538476,23945,0.1,0.0
1935,4758,2022,2013103,68178,0.276,0.01
1936,4758,2023,1081057,40591,0.047,0.0
1937,4847,2018,153707,-41744,-0.104,0.0
1938,4847,2019,129031,-34236,-0.085,0.0
1939,4847,2020,30393,-24978,-0.062,0.0
1940,4847,2021,27233,-5391,-0.013,0.0
1941,4847,2022,58872,-12778,-0.027,0.0
1942,4863,2018,11819296,153154,0.041,0.49
1943,4863,2019,11434196,632676,0.168,0.59
1944,4863,2020,10840308,1016105,0.27,0.53
1945,4863,2021,11529024,895210,0.237,0.55
1946,4863,2022,9139824,983106,0.26,0.35
1947,4936,2018,0,-3405,-0.045,0.0
1948,4936,2019,0,-5474,-0.073,-1.37
1949,4936,2020,0,-1793,-0.024,0.0
1950,4936,2021,4878,7414,0.099,0.0
1951,4936,2022,2814,-2316,-0.031,0.0
1952,4936,2023,317,-2088,-0.028,0.0
1953,4944,2018,1446375,19093,0.101,0.2
1954,4944,2019,1560354,-3332,-0.018,-1.09
1955,4944,2020,1136305,-23207,-0.133,0.0
1956,4944,2021,1151677,19306,0.108,0.0
1957,4944,2022,934143,-50435,-0.281,0.0
1958,4944,2023,0,-777,-0.004,0.0
1959,4995,2018,55203,-6602,-0.056,0.0
1960,4995,2019,55667,-16926,-0.134,0.0
1961,4995,2020,47085,-13881,-0.098,0.0
1962,4995,2021,41883,5231,0.023,0.0
1963,4995,2022,54676,-149,0.0,0.0
1964,4995,2023,58019,645,0.002,0.0
1965,5000,2018,645003,-54870,-0.115,0.0
1966,5000,2019,636569,-98140,-0.204,0.0
1967,5000,2020,585390,-45904,-0.093,0.0
1968,5000,2021,604641,-27360,-0.055,0.0
1969,5000,2022,726530,3118,0.006,0.0
1970,5000,2023,206789,-12037,-0.024,0.0
1971,5001,2018,419847,-60583,-0.115,0.0
1972,5001,2019,427281,1650,0.003,0.0
1973,5001,2020,381916,-4323,-0.008,0.0
1974,5001,2021,372623,27504,0.032,0.0
1975,5001,2022,262634,-6391,-0.006,0.0
1976,5005,2018,1351276,95834,0.131,0.57
1977,5005,2019,1251205,-9542,-0.013,-4.58
1978,5005,2020,1307481,142786,0.194,0.31
1979,5005,2021,1568923,197775,0.211,0.28
1980,5005,2022,1328191,318284,0.197,0.2
1981,5006,2018,24560,-10108,-0.151,0.0
1982,5006,2019,54615,-5013,-0.075,0.0
1983,5006,2020,72079,2843,0.042,0.0
1984,5006,2021,60509,3051,0.046,0.0
1985,5006,2022,58961,3459,0.052,0.0
1986,5006,2023,21036,-4746,-0.071,0.0
1987,5007,2018,591294,55884,0.188,0.43
1988,5007,2019,680729,57577,0.196,0.4
1989,5007,2020,535784,2420,0.008,1.81
1990,5007,2021,491655,23393,0.081,0.41
1991,5007,2022,657838,95989,0.335,0.4
1992,5007,2023,159179,25894,0.09,0.0
1993,5008,2018,1653407,22470,0.328,0.0
1994,5008,2019,1764215,25108,0.367,0.0
1995,5008,2020,1810952,29485,0.431,0.0
1996,5008,2021,1931498,41448,0.605,0.0
1997,5008,2022,1659522,46928,0.685,0.0
1998,5009,2018,610527,-27201,-0.119,0.0
1999,5009,2019,531916,-63905,-0.28,0.0
2000,5009,2020,410043,-56414,-0.248,0.0
2001,5009,2021,399553,18321,0.08,0.37
2002,5009,2022,299667,2518,0.011,5.26
2003,5010,2018,798435,60948,0.394,0.66
2004,5010,2019,646725,19765,0.128,1.72
2005,5010,2020,555000,30931,0.201,0.5
2006,5010,2021,752279,64134,0.418,0.48
2007,5010,2022,804061,73227,0.477,0.31
2008,5011,2018,180878,-8680,-0.144,-0.56
2009,5011,2019,313425,-872,-0.014,0.0
2010,5011,2020,197718,-9344,-0.155,0.0
2011,5011,2021,240189,5470,0.091,0.0
2012,5011,2022,224445,2597,0.043,1.16
2013,5012,2018,962220,78198,0.176,0.57
2014,5012,2019,944579,54190,0.123,0.41
2015,5012,2020,1217759,45090,0.102,1.46
2016,5012,2021,1894353,314422,0.714,0.28
2017,5012,2022,1736793,298134,0.677,0.52
2018,5014,2018,4851702,727303,0.386,0.0
2019,5014,2019,5213107,537042,0.289,0.0
2020,5014,2020,1866345,-1116196,-0.707,0.0
2021,5014,2021,1672993,-766439,-0.496,0.0
2022,5014,2022,2124212,-171943,-0.13,0.0
2023,5015,2018,1334372,38441,0.196,0.61
2024,5015,2019,1496940,27237,0.139,0.72
2025,5015,2020,1123558,-10469,-0.054,-1.31
2026,5015,2021,1224120,-11250,-0.058,-1.22
2027,5015,2022,1270239,18283,0.094,0.75
2028,5016,2018,496976,7460,0.115,0.35
2029,5016,2019,439828,-6843,-0.105,0.0
2030,5016,2020,295520,-62819,-0.965,0.0
2031,5016,2021,374632,-31679,-0.487,0.0
2032,5016,2022,373220,-5115,-0.078,0.0
2033,5020,2018,404715,30917,0.039,0.0
2034,5020,2019,273337,13601,0.017,0.46
2035,5020,2020,245795,12574,0.016,0.62
2036,5020,2021,366309,28307,0.037,0.27
2037,5020,2022,259489,36488,0.048,0.32
2038,5020,2023,143925,16992,0.022,0.0
2039,5021,2018,562508,23504,0.062,0.4
2040,5021,2019,599347,15743,0.041,0.24
2041,5021,2020,768212,-10522,-0.028,0.0
2042,5021,2021,753658,19004,0.05,0.0
2043,5021,2022,1116486,101428,0.262,0.15
2044,5021,2023,655858,29766,0.071,0.0
2045,5022,2018,279529,856,0.005,1.7
2046,5022,2019,326700,743,0.004,3.9
2047,5022,2020,282844,-1344,-0.008,-2.13
2048,5022,2021,404862,-1151,-0.006,0.0
2049,5022,2022,378670,-3195,-0.018,0.0
2050,5022,2023,325536,-1296,-0.007,0.0
2051,5024,2018,307373,42959,0.054,1.12
2052,5024,2019,309539,41531,0.052,1.16
2053,5024,2020,327325,35979,0.045,1.33
2054,5024,2021,295833,27240,0.034,0.74
2055,5024,2022,223261,13644,0.017,1.17
2056,5025,2018,11545,-18003,-0.047,0.0
2057,5025,2019,6917,-6382,-0.014,0.0
2058,5025,2020,3625,-3713,-0.009,0.0
2059,5025,2021,4464,-6279,-0.014,0.0
2060,5025,2022,3363,-17371,-0.034,0.0
2061,5025,2023,2146,-5160,-0.01,0.0
2062,5026,2018,343539,4274,0.022,0.0
2063,5026,2019,301368,2509,0.013,0.0
2064,5026,2020,346224,13287,0.068,0.0
2065,5026,2021,599008,41978,0.214,0.19
2066,5026,2022,473695,34404,0.175,0.34
2067,5027,2018,1075366,99059,0.318,0.75
2068,5027,2019,872937,52123,0.056,1.07
2069,5027,2020,679625,40753,0.044,0.69
2070,5027,2021,971677,94891,0.102,0.98
2071,5027,2022,1701662,137168,0.145,0.97
2072,5027,2023,1476527,125640,0.13,0.77
2073,5028,2018,383843,-29175,-0.288,0.0
2074,5028,2019,361033,7105,0.07,0.0
2075,5028,2020,325011,10964,0.108,0.0
2076,5028,2021,269502,-15345,-0.152,0.0
2077,5028,2022,219588,-3094,-0.031,0.0
2078,5029,2018,379079,60354,0.355,0.0
2079,5029,2019,380473,80132,0.161,0.0
2080,5029,2020,667782,98066,0.165,0.12
2081,5029,2021,694657,166209,0.28,0.18
2082,5029,2022,618405,190376,0.321,0.25
2083,5031,2018,983435,288670,0.496,0.41
2084,5031,2019,1113873,314036,0.537,0.54
2085,5031,2020,1223169,328047,0.549,0.6
2086,5031,2021,1396362,393160,0.42,0.51
2087,5031,2022,1150513,327666,0.179,0.91
2088,5032,2018,686139,142043,0.309,0.26
2089,5032,2019,716420,129299,0.281,0.43
2090,5032,2020,708310,93301,0.203,0.39
2091,5032,2021,728386,363191,0.79,0.15
2092,5032,2022,590399,92013,0.2,0.55
2093,5035,2018,209114,-29198,-0.293,0.0
2094,5035,2019,411995,16724,0.168,0.0
2095,5035,2020,328715,299,0.003,0.0
2096,5035,2021,129402,-1109,-0.011,0.0
2097,5035,2022,175612,-4155,-0.042,0.0
2098,5035,2023,44151,-4547,-0.046,0.0
2099,5036,2018,150076,7202,0.124,0.0
2100,5036,2019,54090,-5008,-0.086,0.0
2101,5036,2020,45378,-3335,-0.058,0.0
2102,5036,2021,50168,2532,0.044,0.4
2103,5036,2022,47930,521,0.009,1.94
2104,5036,2023,11311,-971,-0.017,0.0
2105,5037,2018,19262,-5992,-0.002,0.0
2106,5037,2019,4590,-8221,-0.003,0.0
2107,5037,2020,4372,-7651,-0.003,0.0
2108,5037,2021,8983,-6967,-0.002,0.0
2109,5037,2022,4594,-3732,-0.001,0.0
2110,5038,2018,709449,224092,0.22,0.0
2111,5038,2019,710847,247240,0.243,0.0
2112,5038,2020,340832,-64211,-0.063,0.0
2113,5038,2021,457566,109705,0.108,0.0
2114,5038,2022,452683,125909,0.124,0.0
2115,5040,2018,12952,-23559,-0.048,0.0
2116,5040,2019,13210,-14782,-0.026,0.0
2117,5040,2020,7563,15718,0.027,0.0
2118,5040,2021,49329,-15200,-0.025,0.0
2119,5040,2022,15792,-12208,-0.017,0.0
2120,5040,2023,681,-2318,-0.003,0.0
2121,5041,2018,338504,-99685,-0.301,-0.12
2122,5041,2019,340201,25153,0.076,0.46
2123,5041,2020,336303,24758,0.075,0.3
2124,5041,2021,334815,36741,0.111,0.2
2125,5041,2022,257033,66262,0.2,0.07
2126,5042,2018,226873,1099,0.006,0.0
2127,5042,2019,206354,-25623,-0.146,0.0
2128,5042,2020,130286,18751,0.108,0.0
2129,5042,2021,65891,-34468,-0.198,0.0
2130,5042,2022,43696,-2940,-0.017,0.0
2131,5042,2023,6086,-1431,-0.008,0.0
2132,5047,2018,228406,-44472,-0.38,-0.03
2133,5047,2019,225260,-11993,-0.103,0.0
2134,5047,2020,264640,-8182,-0.07,0.0
2135,5047,2021,350127,10537,0.087,0.0
2136,5047,2022,305512,-3781,-0.032,0.0
2137,5048,2018,118362,-3155,-0.021,0.0
2138,5048,2019,117764,-5802,-0.04,0.0
2139,5048,2020,85600,9435,0.065,0.0
2140,5048,2021,59053,10,0.002,0.0
2141,5048,2022,75809,10201,0.039,0.0
2142,5048,2023,17386,-8234,-0.028,0.0
2143,5049,2018,236063,70513,0.705,0.07
2144,5049,2019,166754,25023,0.25,0.32
2145,5049,2020,90221,13249,0.132,0.23
2146,5049,2021,68131,6613,0.066,0.76
2147,5049,2022,81317,3038,0.03,3.29
2148,5053,2018,1204087,346053,0.167,0.3
2149,5053,2019,1207523,412003,0.198,0.25
2150,5053,2020,1085511,339342,0.165,0.24
2151,5053,2021,1126101,398227,0.193,0.26
2152,5053,2022,988188,305865,0.148,0.13
2153,5054,2018,747022,20843,0.043,0.0
2154,5054,2019,839968,19823,0.041,0.0
2155,5054,2020,753773,26941,0.057,0.0
2156,5054,2021,762757,21127,0.045,0.0
2157,5054,2022,512885,12820,0.027,0.0
2158,5056,2018,1208004,12172,0.028,0.27
2159,5056,2019,1118922,-884,-0.002,-2.95
2160,5056,2020,989583,15352,0.035,0.21
2161,5056,2021,1172575,75954,0.174,0.06
2162,5056,2022,1092796,38824,0.089,0.0
2163,5062,2018,230691,4409,0.013,0.0
2164,5062,2019,277364,-20483,-0.058,0.0
2165,5062,2020,280720,-72495,-0.206,0.0
2166,5062,2021,159878,-50963,-0.145,0.0
2167,5062,2022,120187,1539,0.004,0.0
2168,5062,2023,78799,1333,0.004,0.0
2169,5065,2018,350036,9396,0.127,0.2
2170,5065,2019,331580,13204,0.178,0.17
2171,5065,2020,313398,14474,0.195,0.17
2172,5065,2021,316357,5024,0.068,0.29
2173,5065,2022,252531,2762,0.037,0.0
2174,5066,2018,690927,29711,0.027,0.59
2175,5066,2019,728050,8963,0.008,3.0
2176,5066,2020,778416,6295,0.006,1.29
2177,5066,2021,749660,63663,0.056,0.43
2178,5066,2022,764899,28245,0.025,0.64
2179,5066,2023,437572,-2412,-0.002,-4.0
2180,5068,2018,174603,12652,0.006,0.0
2181,5068,2019,183573,9597,0.005,0.0
2182,5068,2020,183471,5962,0.003,0.0
2183,5068,2021,158333,8475,0.003,0.0
2184,5068,2022,120158,11800,0.002,0.0
2185,5069,2018,1754151,-45796,-0.49,0.0
2186,5069,2019,443046,-4702,-0.05,0.0
2187,5069,2020,1927119,4948,0.053,0.0
2188,5069,2021,1898641,64784,0.693,0.0
2189,5069,2022,2509741,77258,0.826,0.0
2190,5069,2023,1277284,15923,0.17,0.0
2191,5070,2018,892342,-48548,-0.099,-0.25
2192,5070,2019,823575,5990,0.012,1.49
2193,5070,2020,1002105,-24730,-0.051,0.0
2194,5070,2021,1110284,16227,0.034,0.0
2195,5070,2022,575681,-9863,-0.02,0.0
2196,5071,2018,159352,-572720,-1.086,-0.01
2197,5071,2019,156328,14550,0.028,0.0
2198,5071,2020,211008,-104490,-0.199,0.0
2199,5071,2021,161571,32707,0.062,0.0
2200,5071,2022,299528,182474,0.348,0.0
2201,5071,2023,51943,140968,0.268,0.0
2202,5072,2018,1127859,27946,0.022,0.23
2203,5072,2019,1186606,25303,0.019,0.26
2204,5072,2020,932873,4287,0.003,0.94
2205,5072,2021,1081939,163427,0.118,0.08
2206,5072,2022,1583278,156013,0.09,0.11
2207,5072,2023,397828,-49139,-0.028,0.0
2208,5073,2018,581931,64664,0.273,0.0
2209,5073,2019,410769,56333,0.112,0.0
2210,5073,2020,589953,55089,0.11,0.9
2211,5073,2021,427816,-75958,-0.152,-0.52
2212,5073,2022,295350,18224,0.036,0.0
2213,5075,2018,248709,52059,0.136,0.0
2214,5075,2019,226570,42248,0.11,0.0
2215,5075,2020,188835,8212,0.022,0.0
2216,5075,2021,208493,11924,0.031,0.0
2217,5075,2022,272728,25020,0.065,0.0
2218,5075,2023,65997,4547,0.012,0.0
2219,5077,2018,238974,263838,0.264,0.0
2220,5077,2019,257993,-7319,-0.007,0.0
2221,5077,2020,175986,-20781,-0.021,0.0
2222,5077,2021,207044,192533,0.193,0.0
2223,5077,2022,116857,81783,0.082,0.79
2224,5078,2018,118714,-41237,-0.057,0.0
2225,5078,2019,114040,-33478,-0.046,0.0
2226,5078,2020,213555,-48928,-0.068,0.0
2227,5078,2021,183395,9603,0.013,0.0
2228,5078,2022,219638,-29731,-0.013,0.0
2229,5078,2023,157425,15723,0.007,0.0
2230,5079,2018,21760,-9133,-0.072,0.0
2231,5079,2019,32513,-8716,-0.069,0.0
2232,5079,2020,22158,-18361,-0.146,0.0
2233,5079,2021,27814,-14025,-0.065,0.0
2234,5079,2022,31159,-12876,-0.045,0.0
2235,5079,2023,1745,-9537,-0.034,0.0
2236,5080,2018,1003522,23402,0.057,0.18
2237,5080,2019,1000514,25875,0.063,0.19
2238,5080,2020,748801,24434,0.06,0.2
2239,5080,2021,903100,36761,0.09,0.13
2240,5080,2022,1362609,92196,0.225,0.1
2241,5080,2023,370363,15667,0.038,0.0
2242,5081,2018,159278,-394,0.006,2.23
2243,5081,2019,171571,11026,0.042,0.3
2244,5081,2020,170597,6288,0.022,0.0
2245,5081,2021,129481,1979,0.009,0.57
2246,5081,2022,124592,-5512,-0.026,-0.19
2247,5081,2023,76220,-988,-0.011,0.0
2248,5082,2018,93182,-4287,-0.058,0.0
2249,5082,2019,46282,-4677,-0.063,0.0
2250,5082,2020,53354,3954,0.054,0.0
2251,5082,2021,264483,57093,0.761,0.0
2252,5082,2022,234199,22684,0.262,0.0
2253,5084,2018,239260,30138,0.061,0.12
2254,5084,2019,371247,34210,0.069,0.36
2255,5084,2020,308494,34863,0.07,0.0
2256,5084,2021,273370,23223,0.045,0.89
2257,5084,2022,189579,16382,0.03,0.67
2258,5085,2018,762663,-396238,-0.67,0.0
2259,5085,2019,382818,-84828,-0.144,0.0
2260,5085,2020,348415,-47513,-0.078,0.0
2261,5085,2021,288688,5794,0.004,0.0
2262,5085,2022,205750,4104,0.003,0.0
2263,5087,2018,793374,16101,0.057,0.0
2264,5087,2019,694484,-12119,-0.039,0.0
2265,5087,2020,596101,-10557,-0.032,0.0
2266,5087,2021,736673,51118,0.156,0.0
2267,5087,2022,745875,52908,0.162,0.19
2268,5087,2023,120068,1577,0.005,0.0
2269,5088,2018,40789,8195,0.04,0.0
2270,5088,2019,33998,6009,0.03,0.67
2271,5088,2020,57154,17213,0.085,0.0
2272,5088,2021,88419,21476,0.106,1.23
2273,5088,2022,26404,4138,0.02,0.0
2274,5090,2018,1173786,-41636,-0.025,-0.73
2275,5090,2019,1170270,-46035,-0.027,-0.41
2276,5090,2020,997548,28883,0.017,0.64
2277,5090,2021,479141,-6348,-0.004,-1.05
2278,5090,2022,511253,1690,0.001,7.88
2279,5090,2023,302093,4906,0.003,0.0
2280,5094,2018,1382346,21891,0.059,0.67
2281,5094,2019,1363006,34803,0.094,0.7
2282,5094,2020,1080042,36998,0.1,0.7
2283,5094,2021,1474115,86090,0.233,0.6
2284,5094,2022,1337914,14938,0.04,0.0
2285,5095,2018,449115,16658,0.03,1.21
2286,5095,2019,419192,14080,0.025,1.2
2287,5095,2020,388640,15872,0.028,0.54
2288,5095,2021,370866,-1155,-0.002,0.0
2289,5095,2022,306664,4826,0.008,0.0
2290,5098,2018,1496853,6708,0.016,0.0
2291,5098,2019,1195306,-8304,-0.02,0.0
2292,5098,2020,1383512,-14723,-0.034,0.0
2293,5098,2021,1579691,32503,0.063,0.0
2294,5098,2022,1331721,17391,0.026,0.0
2295,5099,2018,10610990,2024706,0.606,0.86
2296,5099,2019,12446863,-321897,-0.096,-9.38
2297,5099,2020,3141074,-5093292,-1.525,0.0
2298,5099,2021,1681841,-3118573,-0.823,0.0
2299,5099,2022,4238070,-2736328,-0.676,0.0
2300,5100,2018,333778,21086,0.112,0.53
2301,5100,2019,331192,21204,0.113,0.53
2302,5100,2020,316597,29661,0.158,0.51
2303,5100,2021,447168,46466,0.226,0.49
2304,5100,2022,392181,25087,0.089,0.45
2305,5101,2018,1121717,16057,0.019,0.73
2306,5101,2019,967928,-42061,-0.05,0.0
2307,5101,2020,859894,-100262,-0.119,0.0
2308,5101,2021,934827,35660,0.042,0.0
2309,5101,2022,902968,51070,0.06,0.25
2310,5102,2018,2261346,189254,0.396,0.1
2311,5102,2019,2942145,219397,0.446,0.11
2312,5102,2020,3684972,223192,0.22,0.16
2313,5102,2021,3922792,155979,0.15,0.27
2314,5102,2022,3288531,128635,0.122,0.29
2315,5104,2018,86248,758,0.001,3.33
2316,5104,2019,66716,-5461,-0.008,0.0
2317,5104,2020,67418,614,0.001,0.0
2318,5104,2021,74045,393,0.001,0.0
2319,5104,2022,56929,-1135,-0.002,0.0
2320,5105,2018,1227219,46576,0.242,0.17
2321,5105,2019,2715015,719977,3.747,0.02
2322,5105,2020,2530126,76418,0.398,0.1
2323,5105,2021,2692715,-51490,-0.268,-0.15
2324,5105,2022,2334026,106547,0.554,0.0
2325,5106,2018,204362,154979,0.126,0.7
2326,5106,2019,216409,209238,0.166,0.56
2327,5106,2020,224939,142064,0.099,0.89
2328,5106,2021,242409,200364,0.138,0.69
2329,5106,2022,281627,190107,0.116,0.84
2330,5107,2018,154621,-317,-0.004,-0.28
2331,5107,2019,141350,-2176,-0.025,0.0
2332,5107,2020,119575,-18941,-0.215,0.0
2333,5107,2021,133067,2993,0.034,0.0
2334,5107,2022,127480,-10194,-0.116,0.0
2335,5107,2023,68146,8096,0.092,0.0
2336,5108,2018,24876,8902,0.064,0.0
2337,5108,2019,14727,4014,0.029,0.0
2338,5108,2020,12761,-3597,-0.026,0.0
2339,5108,2021,6529,-1195,-0.008,0.0
2340,5108,2022,7099,-2038,-0.015,0.0
2341,5108,2023,5215,760,0.005,0.0
2342,5109,2018,500953,236559,0.139,0.57
2343,5109,2019,490905,104673,0.062,1.28
2344,5109,2020,426446,9594,0.006,12.0
2345,5109,2021,326276,82830,0.049,0.86
2346,5109,2022,363857,83872,0.049,0.8
2347,5109,2023,112260,22857,0.013,0.0
2348,5110,2018,78585,57536,0.136,0.67
2349,5110,2019,79032,19837,0.047,1.94
2350,5110,2020,72692,34751,0.082,1.03
2351,5110,2021,116884,42104,0.062,1.39
2352,5110,2022,114802,60872,0.09,0.96
2353,5111,2018,13950,6658,0.024,0.89
2354,5111,2019,28670,7170,0.026,0.78
2355,5111,2020,21604,7729,0.027,0.47
2356,5111,2021,31848,-4947,-0.018,-1.26
2357,5111,2022,32608,5877,0.021,0.89
2358,5111,2023,16613,959,0.003,0.91
2359,5112,2018,519324,-594608,-0.673,0.0
2360,5112,2019,493650,-226498,-0.256,0.0
2361,5112,2020,555097,13991,0.016,0.0
2362,5112,2021,760804,70166,0.079,0.0
2363,5112,2022,661947,45721,0.047,0.32
2364,5113,2018,335866,-143901,-0.07,0.0
2365,5113,2019,285157,-52154,-0.026,0.0
2366,5113,2020,386188,-41174,-0.023,0.0
2367,5113,2021,558303,-7105,-0.003,0.0
2368,5113,2022,521772,2861,0.001,0.0
2369,5115,2018,93241,-174843,-0.188,0.0
2370,5115,2019,301840,-71833,-0.073,0.0
2371,5115,2020,248421,-115525,-0.088,0.0
2372,5115,2021,145587,-156259,-0.062,0.0
2373,5115,2022,134403,-16569,0.003,0.0
2374,5115,2023,91004,-1628,-0.001,0.0
2375,5116,2018,102649,91375,0.125,0.76
2376,5116,2019,106110,76161,0.104,0.75
2377,5116,2020,105910,12570,0.017,3.15
2378,5116,2021,114072,73550,0.1,0.93
2379,5116,2022,81982,54914,0.075,0.8
2380,5120,2018,114098,11332,0.017,2.53
2381,5120,2019,116584,22293,0.032,1.23
2382,5120,2020,120682,23586,0.034,0.98
2383,5120,2021,107304,2725,0.004,7.42
2384,5120,2022,99646,5346,0.008,3.87
2385,5120,2023,51970,5368,0.008,1.46
2386,5121,2018,135108,33128,0.072,1.26
2387,5121,2019,137090,11442,0.025,3.13
2388,5121,2020,111139,-23837,-0.052,-0.47
2389,5121,2021,96599,-28466,-0.062,-0.41
2390,5121,2022,89554,33822,0.072,0.38
2391,5123,2018,173392,73130,0.079,1.02
2392,5123,2019,160992,29122,0.067,1.01
2393,5123,2020,164013,72569,0.056,1.28
2394,5123,2021,159243,70246,0.079,0.94
2395,5123,2022,147349,52274,0.069,0.99
2396,5125,2018,614682,46969,0.064,0.39
2397,5125,2019,609217,47645,0.064,0.31
2398,5125,2020,602472,35856,0.048,0.39
2399,5125,2021,485943,27070,0.036,0.64
2400,5125,2022,753195,72125,0.094,0.42
2401,5125,2023,840605,92063,0.112,0.4
2402,5126,2018,3532890,61300,0.108,0.0
2403,5126,2019,2915335,89813,0.157,0.32
2404,5126,2020,2759423,202200,0.354,0.0
2405,5126,2021,4432984,511212,0.894,0.04
2406,5126,2022,4157813,431787,0.608,0.07
2407,5127,2018,97833,148394,0.259,0.24
2408,5127,2019,95878,35493,0.062,1.0
2409,5127,2020,85959,-12328,0.045,0.98
2410,5127,2021,86253,31419,0.053,0.0
2411,5127,2022,57457,15543,0.027,0.0
2412,5129,2018,287849,2413,0.02,0.5
2413,5129,2019,217893,2496,0.021,0.48
2414,5129,2020,254002,2243,0.019,0.53
2415,5129,2021,112906,2296,0.02,0.73
2416,5129,2022,101389,19038,0.164,0.06
2417,5129,2023,13536,2418,0.021,0.0
2418,5130,2018,18779,11620,0.081,1.0
2419,5130,2019,22961,3490,0.071,0.94
2420,5130,2020,34405,20975,0.093,0.97
2421,5130,2021,39056,18205,0.089,1.1
2422,5130,2022,38123,22700,0.103,0.79
2423,5131,2018,183406,54027,0.114,0.88
2424,5131,2019,170622,49522,0.108,1.11
2425,5131,2020,170678,46773,0.102,1.67
2426,5131,2021,149616,45360,0.099,1.72
2427,5131,2022,136167,42487,0.083,2.04
2428,5132,2018,623685,27169,0.068,0.52
2429,5132,2019,868299,33148,0.083,0.53
2430,5132,2020,592104,7429,0.019,0.54
2431,5132,2021,560518,17068,0.042,0.52
2432,5132,2022,370270,28374,0.071,0.28
2433,5133,2018,467424,-20994,-0.065,0.0
2434,5133,2019,592884,62547,0.195,0.31
2435,5133,2020,426959,15708,0.049,0.82
2436,5133,2021,322341,15938,0.05,0.8
2437,5133,2022,260341,5170,0.016,1.24
2438,5134,2018,763206,32677,0.239,0.21
2439,5134,2019,598628,20807,0.152,0.33
2440,5134,2020,661307,31612,0.231,0.22
2441,5134,2021,741103,37357,0.273,0.18
2442,5134,2022,1176250,94450,0.69,0.07
2443,5134,2023,577051,26009,0.19,0.0
2444,5135,2018,310787,11179,0.04,0.01
2445,5135,2019,347528,20918,0.075,0.01
2446,5135,2020,465750,60995,0.219,0.23
2447,5135,2021,790524,127826,0.458,0.22
2448,5135,2022,552829,91583,0.328,0.46
2449,5136,2018,123204,9417,0.076,0.0
2450,5136,2019,124099,10687,0.086,0.0
2451,5136,2020,108169,46311,0.367,0.0
2452,5136,2021,42347,3839,0.03,5.33
2453,5136,2022,114955,12721,0.099,0.0
2454,5136,2023,62211,4615,0.036,11.11
2455,5138,2018,390756,29109,0.036,0.69
2456,5138,2019,418598,31449,0.039,0.64
2457,5138,2020,467595,90296,0.113,0.62
2458,5138,2021,670851,224023,0.28,0.61
2459,5138,2022,671002,191445,0.239,0.21
2460,5139,2018,1235122,300057,1.464,0.28
2461,5139,2019,1365843,354624,1.358,0.33
2462,5139,2020,1598775,292046,1.075,0.34
2463,5139,2021,1557054,233957,0.877,0.33
2464,5139,2022,1524880,365419,1.392,0.35
2465,5139,2023,1207581,322345,1.243,0.23
2466,5140,2018,710209,29398,0.147,0.31
2467,5140,2019,736801,13062,0.065,0.0
