,annual_stock_code,div_year,annual_revenue('000),annual_net_income('000),annual_eps,annual_dp(%)
3819,7095,2018,661256,43143,0.112,0.53
3820,7095,2019,659341,36821,0.095,0.53
3821,7095,2020,686353,45137,0.119,0.0
3822,7095,2021,1025204,57379,0.158,0.0
3823,7095,2022,823864,42796,0.113,0.0
3824,7096,2018,67515,-1174,-0.001,0.0
3825,7096,2019,40510,-593,-0.001,0.0
3826,7096,2020,28875,-1027,-0.001,0.0
3827,7096,2021,25232,-2068,-0.001,0.0
3828,7096,2022,18788,-33859,-0.011,0.0
3829,7096,2023,11672,-39836,-0.013,0.0
3830,7097,2018,283600,-1641,-0.023,0.0
3831,7097,2019,279357,2747,0.034,0.0
3832,7097,2020,254956,-12815,-0.038,0.0
3833,7097,2021,491488,-11931,-0.014,0.0
3834,7097,2022,552129,-1679,0.001,0.0
3835,7097,2023,183128,-6375,-0.002,0.0
3836,7099,2018,155858,27571,0.163,0.13
3837,7099,2019,153778,7016,0.034,0.59
3838,7099,2020,96773,7633,0.037000000000000005,0.0
3839,7099,2021,77866,-132,-0.001,0.0
3840,7099,2022,119782,800,0.006,0.0
3841,7099,2023,50283,4373,0.019,0.0
3842,7100,2018,139967,69009,0.154,0.91
3843,7100,2019,156673,75948,0.169,0.95
3844,7100,2020,155256,83827,0.187,0.91
3845,7100,2021,168509,91436,0.203,0.99
3846,7100,2022,159755,92173,0.204,0.59
3847,7103,2018,347684,24225,0.115,0.3
3848,7103,2019,374377,31249,0.149,0.3
3849,7103,2020,308450,35660,0.17,0.27
3850,7103,2021,331026,24239,0.116,0.39
3851,7103,2022,324600,25698,0.122,0.0
3852,7105,2018,38320,6641,0.016,0.0
3853,7105,2019,90366,6905,0.016,0.0
3854,7105,2020,91875,3479,0.008,0.0
3855,7105,2021,116689,2845,0.007,0.0
3856,7105,2022,95618,1840,0.004,0.0
3857,7106,2018,1304460,107021,0.162,0.5
3858,7106,2019,1489316,123754,0.151,0.1
3859,7106,2020,2131809,525586,0.402,0.0
3860,7106,2021,7164180,3812905,1.475,0.22
3861,7106,2022,2687227,732428,0.282,0.39
3862,7106,2023,247964,5710,0.002,0.0
3863,7107,2018,288310,11202,0.047,0.54
3864,7107,2019,286838,14631,0.061,0.28
3865,7107,2020,266910,10020,0.042,0.36
3866,7107,2021,295809,18495,0.077,0.35
3867,7107,2022,288124,18163,0.076,0.37
3868,7107,2023,179230,11605,0.048,0.11
3869,7108,2018,189653,-40909,-0.052,0.0
3870,7108,2019,239997,-22853,-0.029,0.0
3871,7108,2020,208348,-65828,-0.034,0.0
3872,7108,2021,160557,-325196,-0.147,0.0
3873,7108,2022,141419,-9127,-0.004,0.0
3874,7113,2018,4213986,433618,0.344,0.49
3875,7113,2019,4801759,370564,0.145,0.52
3876,7113,2020,7236317,1866999,0.384,0.48
3877,7113,2021,16403870,7888864,0.984,0.66
3878,7113,2022,5488163,235973,0.029,0.41
3879,7113,2023,632531,-168238,-0.021,0.0
3880,7114,2018,266749,2594,0.014,0.0
3881,7114,2019,79970,-3698,-0.015,0.0
3882,7114,2020,145052,4278,0.017,0.0
3883,7114,2021,182899,13501,0.048,0.0
3884,7114,2022,169405,8462,0.026,0.0
3885,7114,2023,88659,1706,0.005,0.0
3886,7115,2018,64279,1974,0.049,0.0
3887,7115,2019,65560,3177,0.079,0.0
3888,7115,2020,66558,-963,-0.024,0.0
3889,7115,2021,64407,5041,0.126,0.0
3890,7115,2022,74490,9569,0.108,0.0
3891,7115,2023,22205,2451,0.019,0.0
3892,7117,2018,400998,9784,0.025,0.3
3893,7117,2019,491985,-7531,-0.019,0.0
3894,7117,2020,635707,922,-0.002,0.0
3895,7117,2021,857477,6722,0.011,0.0
3896,7117,2022,725885,22897,0.039,0.13
3897,7120,2018,36389,-7549,-0.044,0.0
3898,7120,2019,15017,-1586,-0.008,0.0
3899,7120,2020,5682,-26188,-0.131,0.0
3900,7120,2021,25349,-1730,-0.008,0.0
3901,7120,2022,12867,-3875,-0.01,0.0
3902,7121,2018,13204,79,0.0,0.0
3903,7121,2019,12967,-925,-0.012,0.0
3904,7121,2020,14072,-789,-0.01,0.0
3905,7121,2021,27824,468,0.006,0.0
3906,7121,2022,84237,117,0.0,0.0
3907,7121,2023,58755,667,0.004,0.0
3908,7123,2018,173367,13841,0.014,0.0
3909,7123,2019,33623,-143984,-0.037,0.0
3910,7123,2020,25287,-66108,-0.016,0.0
3911,7123,2021,67692,-43526,-0.041999999999999996,0.0
3912,7123,2022,113912,22657,0.025,0.0
3913,7128,2018,211296,2494,0.013,0.0
3914,7128,2019,197187,102,0.0,0.0
3915,7128,2020,252028,5550,0.029,0.0
3916,7128,2021,399201,9877,0.052,0.0
3917,7128,2022,406351,10148,0.053,0.19
3918,7129,2018,351814,59148,0.304,0.49
3919,7129,2019,327788,47765,0.245,0.57
3920,7129,2020,293370,36859,0.189,0.0
3921,7129,2021,258100,46625,0.239,0.06
3922,7129,2022,323018,43400,0.223,0.09
3923,7129,2023,164710,15877,0.082,0.0
3924,7130,2018,5725,-4957,-0.065,0.0
3925,7130,2019,14702,148,-0.037,0.0
3926,7130,2020,95843,12794,0.161,0.0
3927,7130,2021,386091,37463,0.279,0.08
3928,7130,2022,172451,5879,0.013,0.0
3929,7130,2023,21268,2130,0.004,0.0
3930,7131,2018,27731,3091,0.015,0.0
3931,7131,2019,26729,9483,0.042,0.0
3932,7131,2020,24914,-573,-0.002,0.0
3933,7131,2021,30313,2580,0.01,0.0
3934,7131,2022,9852,-2590,-0.008,0.0
3935,7131,2023,1442,-872,-0.002,0.0
3936,7132,2018,127928,-4323,-0.103,0.0
3937,7132,2019,125738,911,0.022,0.0
3938,7132,2020,101341,-3696,-0.088,0.0
3939,7132,2021,113176,-2165,-0.051,0.0
3940,7132,2022,112695,19067,0.452,0.0
3941,7133,2018,203519,2851,0.014,0.0
3942,7133,2019,193519,-1527,-0.007,0.0
3943,7133,2020,159164,3520,0.016,0.01
3944,7133,2021,204846,44058,0.202,0.1
3945,7133,2022,193765,29057,0.133,0.34
3946,7134,2018,351672,13792,0.083,0.36
3947,7134,2019,361474,6555,0.038,0.53
3948,7134,2020,315974,1418,0.008,0.0
3949,7134,2021,393552,1632,0.009,4.6
3950,7134,2022,380642,7311,0.037,0.67
3951,7137,2018,86191,5752,0.141,0.01
3952,7137,2019,68078,3560,0.083,0.01
3953,7137,2020,56788,1362,0.034,0.02
3954,7137,2021,63857,4403,0.108,0.01
3955,7137,2022,74080,4017,0.099,0.0
3956,7139,2018,13158,946,0.003,0.0
3957,7139,2019,8900,-1198,-0.002,0.0
3958,7139,2020,10247,-2964,-0.004,0.0
3959,7139,2021,16513,-2503,-0.003,0.0
3960,7139,2022,17216,-9034,-0.01,0.0
3961,7139,2023,2147,3862,0.004,0.0
3962,7140,2018,144294,24616,0.151,0.36
3963,7140,2019,129034,10953,0.058,0.64
3964,7140,2020,118922,11284,0.046,0.87
3965,7140,2021,116012,15848,0.064,0.7
3966,7140,2022,113725,15088,0.061,0.73
3967,7140,2023,76028,12379,0.05,0.0
3968,7145,2018,89887,3570,0.01,0.0
3969,7145,2019,120176,3011,0.008,0.0
3970,7145,2020,91444,38584,0.07,0.0
3971,7145,2021,166247,31951,0.032,0.0
3972,7145,2022,444085,42347,0.07200000000000001,0.0
3973,7146,2018,61194,-2077,-0.007,0.0
3974,7146,2019,63130,-851,-0.003,0.0
3975,7146,2020,50766,-2745,-0.008,0.0
3976,7146,2021,35269,-7578,-0.017,0.0
3977,7146,2022,137116,-57417,-0.042,0.0
3978,7146,2023,54788,-12843,-0.006,0.0
3979,7148,2018,498722,47776,0.094,0.58
3980,7148,2019,576462,55273,0.082,0.73
3981,7148,2020,569902,58610,0.084,0.77
3982,7148,2021,639175,65683,0.081,0.28
3983,7148,2022,544757,52951,0.056,0.09
3984,7149,2018,57821,6527,0.094,0.01
3985,7149,2019,49079,778,0.011,0.0
3986,7149,2020,51306,2896,0.037,0.94
3987,7149,2021,48476,-5192,-0.045,0.0
3988,7149,2022,37791,-2390,-0.02,0.0
3989,7152,2018,299942,10287,0.075,0.66
3990,7152,2019,321949,19817,0.147,0.68
3991,7152,2020,309347,17400,0.129,0.5
3992,7152,2021,353091,28744,0.213,0.49
3993,7152,2022,305615,21462,0.091,0.66
3994,7152,2023,58777,10316,0.038,0.0
3995,7153,2018,2144234,203652,0.226,0.0
3996,7153,2019,2221607,224784,0.176,0.0
3997,7153,2020,3653514,1087088,0.638,0.0
3998,7153,2021,6657487,2853547,1.117,0.43
3999,7153,2022,1841007,159355,0.062,0.0
4000,7154,2018,97802,1460,0.018,0.06
4001,7154,2019,85495,1510,0.019,0.54
4002,7154,2020,67971,-6837,-0.02,0.0
4003,7154,2021,58892,-14354,-0.068,0.0
4004,7154,2022,71638,-6985,-0.027,-0.19
4005,7154,2023,13913,-568,-0.002,0.0
4006,7155,2018,2104507,127082,0.104,0.0
4007,7155,2019,1664891,97517,0.078,0.0
4008,7155,2020,1826733,75693,0.06,0.0
4009,7155,2021,2283113,128320,0.103,0.0
4010,7155,2022,2318227,169826,0.109,0.0
4011,7155,2023,1291623,83659,0.054,0.0
4012,7157,2018,58627,1200,0.012,3.33
4013,7157,2019,53461,-1842,-0.018,0.0
4014,7157,2020,41443,190,0.002,0.0
4015,7157,2021,41154,1644,0.016,0.0
4016,7157,2022,49312,1382,0.013,0.0
4017,7157,2023,35108,79,0.001,0.0
4018,7158,2018,703824,-248481,-0.192,0.0
4019,7158,2019,673829,-369998,-0.338,0.0
4020,7158,2020,232022,-266240,-0.243,0.0
4021,7158,2021,0,-16769,-0.015,0.0
4022,7158,2022,0,-41976,-0.039,0.0
4023,7160,2018,422200,57116,0.18,0.0
4024,7160,2019,490106,83043,0.195,0.08
4025,7160,2020,418774,70884,0.123,0.12
4026,7160,2021,508389,73128,0.103,0.19
4027,7160,2022,452961,59675,0.084,0.0
4028,7161,2018,1068762,138415,0.112,0.13
4029,7161,2019,1055276,140138,0.114,0.13
4030,7161,2020,811000,90596,0.074,0.2
4031,7161,2021,964924,96963,0.078,0.45
4032,7161,2022,836909,86202,0.069,0.43
4033,7162,2018,546601,28836,0.106,0.09
4034,7162,2019,584211,23738,0.087,0.0
4035,7162,2020,521338,22297,0.082,0.0
4036,7162,2021,580033,63693,0.216,0.0
4037,7162,2022,612987,48487,0.098,0.0
4038,7162,2023,168157,7319,0.015,0.68
4039,7163,2018,5025,978,0.012,0.0
4040,7163,2019,12632,585,0.007,0.0
4041,7163,2020,13429,313,0.004,0.0
4042,7163,2021,4457,155,0.002,0.0
4043,7163,2022,10492,165,0.002,0.0
4044,7164,2018,1434370,-774877,-0.331,0.0
4045,7164,2019,1644137,47790,0.02,0.0
4046,7164,2020,1324148,70469,0.027,0.0
4047,7164,2021,1022691,-601477,-0.183,0.0
4048,7164,2022,420121,-163117,-0.047,0.0
4049,7164,2023,83408,-68973,-0.02,0.0
4050,7165,2018,9483,-5690,-0.03,0.0
4051,7165,2019,9374,-6797,-0.034,0.0
4052,7165,2020,8848,-5024,-0.022,0.0
4053,7165,2021,16916,-16658,-0.036,0.0
4054,7165,2022,37265,-8195,-0.007,0.0
4055,7165,2023,7748,-2149,-0.002,0.0
4056,7167,2018,501123,39054,0.126,0.4
4057,7167,2019,578678,48580,0.156,0.41
4058,7167,2020,501900,39475,0.128,0.42
4059,7167,2021,499860,39888,0.129,0.39
4060,7167,2022,422051,25062,0.082,0.37
4061,7168,2018,148626,-9179,-0.03,0.0
4062,7168,2019,147149,-46189,-0.128,0.0
4063,7168,2020,196397,-13261,-0.03,0.0
4064,7168,2021,191367,-1827,-0.004,0.0
4065,7168,2022,193784,12916,0.03,0.0
4066,7169,2018,656740,27862,0.167,0.42
4067,7169,2019,729891,26142,0.158,0.44
4068,7169,2020,675529,13091,0.079,0.51
4069,7169,2021,601048,14989,0.091,0.33
4070,7169,2022,664997,33378,0.202,0.25
4071,7169,2023,378721,4025,0.024,0.61
4072,7170,2018,13752,-10573,-0.057,0.0
4073,7170,2019,18856,117,0.0,0.0
4074,7170,2020,13429,-1715,-0.008,0.0
4075,7170,2021,32875,-14888,-0.026,0.0
4076,7170,2022,46258,-13,0.0,0.0
4077,7172,2018,444765,9319,0.073,0.27
4078,7172,2019,516957,27771,0.142,0.25
4079,7172,2020,604811,22711,0.111,0.09
4080,7172,2021,913195,152775,0.735,0.07
4081,7172,2022,874965,108102,0.304,0.0
4082,7173,2018,86373,889,0.008,0.0
4083,7173,2019,91122,4802,0.045,0.23
4084,7173,2020,98856,5722,0.053,0.36
4085,7173,2021,80362,-14081,-0.11900000000000001,-1.56
4086,7173,2022,101155,-907,-0.008,0.0
4087,7174,2018,1750368,29385,0.047,0.0
4088,7174,2019,1752186,12160,0.019,0.0
4089,7174,2020,1680487,2871,0.004,0.0
4090,7174,2021,1718860,-20160,-0.029,0.0
4091,7174,2022,1954278,57716,0.083,0.0
4092,7176,2018,213058,3289,0.014,0.0
4093,7176,2019,245450,2084,0.009,0.0
4094,7176,2020,241413,-22755,-0.097,0.0
4095,7176,2021,301524,-28513,-0.092,0.0
4096,7176,2022,318628,6515,0.021,0.0
4097,7178,2018,288759,30350,0.22,0.32
4098,7178,2019,295619,23012,0.165,0.51
4099,7178,2020,297061,21976,0.157,0.51
4100,7178,2021,281860,15182,0.109,0.74
4101,7178,2022,251694,28666,0.203,0.39
4102,7179,2018,108232,-27078,-0.011,0.0
4103,7179,2019,149114,7691,0.003,0.0
4104,7179,2020,498008,103255,0.518,0.05
4105,7179,2021,835548,200488,0.257,0.25
4106,7179,2022,632015,133118,0.159,0.19
4107,7180,2018,172995,8944,0.062,0.0
4108,7180,2019,237123,11561,0.048,0.0
4109,7180,2020,300090,16945,0.069,0.0
4110,7180,2021,324699,17561,0.072,0.0
4111,7180,2022,338267,9214,0.011,0.0
4112,7180,2023,112034,2036,0.001,0.0
4113,7181,2018,15255,4227,0.063,0.0
4114,7181,2019,102644,34769,0.19,0.0
4115,7181,2020,219453,43463,0.109,0.0
4116,7181,2021,309207,74210,0.123,0.0
4117,7181,2022,313406,18716,0.02,0.0
4118,7181,2023,67841,3177,0.003,0.0
4119,7183,2018,6821,-3094,-0.022,0.0
4120,7183,2019,9230,13124,0.075,0.0
4121,7183,2020,7338,807,0.005,0.0
4122,7183,2021,9659,-1334,-0.007,0.0
4123,7183,2022,9852,-4196,-0.019,0.0
4124,7183,2023,8811,418,0.002,0.0
4125,7184,2018,29369,-17124,-0.042,0.0
4126,7184,2019,27043,-17120,-0.04,0.0
4127,7184,2020,15029,-12339,-0.026,0.0
4128,7184,2021,23600,-11296,-0.005,0.0
4129,7184,2022,11828,-3262,-0.001,0.0
4130,7186,2018,130666,-1038,-0.005,0.0
4131,7186,2019,178296,-9107,-0.05,0.0
4132,7186,2020,139564,-2423,-0.012,0.0
4133,7186,2021,159744,2884,0.014,0.0
4134,7186,2022,126787,4142,0.018,0.0
4135,7187,2018,124648,8873,0.032,0.0
4136,7187,2019,151436,3410,0.012,0.0
4137,7187,2020,139619,3704,0.012,0.0
4138,7187,2021,256806,12981,0.04,0.0
4139,7187,2022,193600,5602,0.013999999999999999,0.0
4140,7188,2018,15615,-2399,-0.017,0.0
4141,7188,2019,9432,-5945,-0.046,0.0
4142,7188,2020,8315,-4231,-0.03,0.0
4143,7188,2021,7978,-6442,-0.039,0.0
4144,7188,2022,5953,-4363,-0.026,0.0
4145,7191,2018,60030,-25863,-0.16899999999999998,0.0
4146,7191,2019,38899,22141,0.145,0.48
4147,7191,2020,87219,-11813,-0.077,0.0
4148,7191,2021,99057,12629,0.084,0.0
4149,7191,2022,50458,-1133,-0.007,0.0
4150,7192,2018,78711,2796,0.025,0.0
4151,7192,2019,55305,-27128,-0.231,0.0
4152,7192,2020,36751,-43395,-0.2,0.0
4153,7192,2021,36620,-19327,-0.051,0.0
4154,7192,2022,18804,-3927,-0.009,0.0
4155,7192,2023,9687,106,0.0,0.0
4156,7195,2018,382238,-33002,-0.236,-1.91
4157,7195,2019,4079,-27023,-0.193,0.0
4158,7195,2020,1936,14121,0.101,0.0
4159,7195,2021,2037,-7890,-0.056,0.0
4160,7195,2022,38547,-8133,-0.058,0.0
4161,7195,2023,114508,10956,0.078,0.0
4162,7197,2018,202346,4501,0.052,0.0
4163,7197,2019,158987,-8688,-0.126,0.0
4164,7197,2020,195816,2131,0.002,0.0
4165,7197,2021,239805,13109,0.119,0.0
4166,7197,2022,187060,6813,0.062,0.0
4167,7198,2018,35634,-5189,-0.009,0.0
4168,7198,2019,30699,-2200,-0.004,0.0
4169,7198,2020,43540,10548,0.018,0.0
4170,7198,2021,78724,12050,0.019,0.0
4171,7198,2022,94835,5151,0.007,0.0
4172,7198,2023,28011,1300,0.002,0.0
4173,7199,2018,238322,1753,0.018,0.56
4174,7199,2019,235344,3535,0.032,0.31
4175,7199,2020,202288,2607,0.024,0.0
4176,7199,2021,253108,11890,0.109,0.09
4177,7199,2022,276711,15785,0.145,0.1
4178,7199,2023,181690,15791,0.145,0.0
4179,7200,2018,184010,-48691,-0.14,0.0
4180,7200,2019,172600,-16253,-0.047,0.0
4181,7200,2020,191093,27413,0.076,0.07
4182,7200,2021,181142,18469,0.052,0.58
4183,7200,2022,149484,10010,0.028,0.36
4184,7201,2018,87465,1408,0.002,2.38
4185,7201,2019,99505,1934,0.003,1.9
4186,7201,2020,87963,-2673,-0.004,0.0
4187,7201,2021,92022,-6130,-0.009,0.0
4188,7201,2022,66105,-5118,-0.008,0.0
4189,7202,2018,62892,7233,0.06,1.0
4190,7202,2019,56067,6254,0.052,0.97
4191,7202,2020,46269,6373,0.053,0.57
4192,7202,2021,48758,6411,0.042,0.0
4193,7202,2022,61163,14842,0.062,0.0
4194,7203,2018,260325,10395,0.066,0.61
4195,7203,2019,270553,11599,0.073,0.55
4196,7203,2020,242652,5951,0.038,1.2
4197,7203,2021,225289,7717,0.049,0.62
4198,7203,2022,205825,5990,0.038,0.53
4199,7204,2018,490776,35961,0.034,0.15
4200,7204,2019,504305,34873,0.028,0.18
4201,7204,2020,575781,49651,0.041,0.16
4202,7204,2021,846544,110530,0.088,0.17
4203,7204,2022,735825,61587,0.047,0.27
4204,7207,2018,325091,7337,0.06,1.34
4205,7207,2019,318818,15161,0.064,0.31
4206,7207,2020,230112,10141,0.043,0.0
4207,7207,2021,237063,20747,0.091,0.11
4208,7207,2022,231492,20494,0.089,0.2
4209,7207,2023,57587,3573,0.016,0.0
4210,7208,2018,100033,-4212,-0.016,0.0
4211,7208,2019,71093,-12633,-0.047,0.0
4212,7208,2020,66543,1598,0.002,0.0
4213,7208,2021,80489,-20598,-0.026,0.0
4214,7208,2022,107689,613,0.001,0.0
4215,7208,2023,31353,-7064,-0.008,0.0
4216,7209,2018,116956,1035,0.009,0.44
4217,7209,2019,141475,315,0.003,0.0
4218,7209,2020,109417,-3421,-0.03,0.0
4219,7209,2021,104027,6737,0.059,0.0
4220,7209,2022,145404,-7087,-0.016,0.0
4221,7209,2023,32697,-5345,-0.011,0.0
4222,7210,2018,511585,19666,0.106,0.47
4223,7210,2019,545353,13600,0.059,0.59
4224,7210,2020,551609,12045,0.043,0.46
4225,7210,2021,763431,27035,0.082,0.49
4226,7210,2022,1152945,45585,0.082,0.49
4227,7210,2023,303231,12050,0.022,0.0
4228,7211,2018,22897,-4613,-0.06,0.0
4229,7211,2019,27196,-3811,-0.049,0.0
4230,7211,2020,29387,-9521,-0.123,0.0
4231,7211,2021,43539,5481,0.046,0.0
4232,7211,2022,51247,9790,0.026,0.0
4233,7212,2018,401116,1806,0.002,0.0
4234,7212,2019,297157,-235438,-0.204,0.0
4235,7212,2020,136894,-190061,-0.137,0.0
4236,7212,2021,175022,3075,0.002,0.0
4237,7212,2022,87716,-2335,-0.002,0.0
4238,7214,2018,498432,13942,0.116,0.28
4239,7214,2019,482222,11139,0.072,0.35
4240,7214,2020,418798,7685,0.045,0.44
4241,7214,2021,563437,10303,0.06,0.37
4242,7214,2022,777908,18665,0.107,0.26
4243,7214,2023,158170,3530,0.02,0.0
4244,7215,2018,33195,2167,0.007,0.0
4245,7215,2019,31117,-6155,-0.02,-0.14
4246,7215,2020,25289,1922,0.006,0.0
4247,7215,2021,30617,-6394,-0.016,0.0
4248,7215,2022,26622,-2565,-0.005,0.0
4249,7216,2018,199986,23433,0.065,0.38
4250,7216,2019,214081,11753,0.033,0.76
4251,7216,2020,254703,28001,0.078,0.32
4252,7216,2021,251770,32303,0.09,0.33
4253,7216,2022,220875,29845,0.083,0.36
4254,7217,2018,115789,3098,0.016,0.0
4255,7217,2019,120968,3333,0.018,0.0
4256,7217,2020,135751,3620,0.02,0.0
4257,7217,2021,216947,24091,0.118,0.13
4258,7217,2022,220275,30132,0.124,0.1
4259,7218,2018,23279,134,0.006,0.0
4260,7218,2019,19749,-5452,-0.13,0.0
4261,7218,2020,16992,-2825,-0.069,0.0
4262,7218,2021,22364,1417,0.023,0.0
4263,7218,2022,21525,1379,0.021,0.0
4264,7219,2018,122211,-2691,-0.004,0.0
4265,7219,2019,139580,-15328,-0.02,0.0
4266,7219,2020,87594,-11133,-0.013,0.0
4267,7219,2021,96600,916,0.001,0.0
4268,7219,2022,85391,-22159,-0.016,0.0
4269,7219,2023,50991,-2653,-0.002,0.0
4270,7221,2018,163182,-1106,-0.011,0.0
4271,7221,2019,159647,1291,0.013,0.0
4272,7221,2020,137136,371,0.004,0.0
4273,7221,2021,159491,9299,0.096,0.0
4274,7221,2022,205618,571,0.007000000000000003,0.0
4275,7222,2018,81187,5734,0.072,0.49
4276,7222,2019,64141,577,0.007,4.86
4277,7222,2020,66522,1106,0.014,2.52
4278,7222,2021,56988,1820,0.023,1.54
4279,7222,2022,76606,2186,0.027,1.28
4280,7222,2023,12783,1551,0.019,0.0
4281,7223,2018,56133,-9752,-0.01,0.0
4282,7223,2019,47792,459,0.0,0.0
4283,7223,2020,47263,-31107,-0.03,0.0
4284,7223,2021,45092,-1836,-0.002,0.0
4285,7223,2022,43060,-7923,-0.008,0.0
4286,7223,2023,19364,-3223,-0.003,0.0
4287,7225,2018,110530,-19153,-0.017,0.0
4288,7225,2019,165113,4371,0.002,0.0
4289,7225,2020,202167,9120,0.005,0.0
4290,7225,2021,280325,31352,0.026,0.19
4291,7225,2022,411278,43193,0.035,0.14
4292,7225,2023,138331,15150,0.012,0.0
4293,7226,2018,16094,-3126,-0.037,0.0
4294,7226,2019,13372,1928,0.023,0.0
4295,7226,2020,12196,-1437,-0.017,0.0
4296,7226,2021,11981,-1163,-0.014,0.0
4297,7226,2022,8761,-947,-0.011,0.0
4298,7227,2018,73277,8044,0.102,0.29
4299,7227,2019,63452,4030,0.051,0.58
4300,7227,2020,62830,6043,0.077,0.39
4301,7227,2021,75228,10266,0.131,0.23
4302,7227,2022,52194,8762,0.111,0.0
4303,7228,2018,210440,7662,0.026,0.0
4304,7228,2019,232288,7117,0.026,0.0
4305,7228,2020,189366,8126,0.007,0.0
4306,7228,2021,264345,10514,0.02,0.73
4307,7228,2022,195238,8930,0.012,0.0
4308,7229,2018,530494,64010,0.289,0.47
4309,7229,2019,693881,81335,0.366,0.41
4310,7229,2020,554252,44650,0.199,0.4
4311,7229,2021,603985,47877,0.214,0.37
4312,7229,2022,390313,22702,0.099,0.09
4313,7230,2018,564024,4745,0.034,0.0
4314,7230,2019,534074,8739,0.063,0.0
4315,7230,2020,552401,31173,0.225,0.0
4316,7230,2021,736069,32772,0.236,0.0
4317,7230,2022,749455,55850,0.403,0.0
4318,7231,2018,171125,31679,0.064,0.86
4319,7231,2019,170109,36802,0.074,0.76
4320,7231,2020,134920,29357,0.059,0.84
4321,7231,2021,157016,34155,0.069,1.02
4322,7231,2022,176701,33214,0.067,1.05
4323,7232,2018,76214,1884,0.014,0.0
4324,7232,2019,84782,3535,0.026,0.97
4325,7232,2020,79716,4011,0.029,0.0
4326,7232,2021,78783,6018,0.044,0.63
4327,7232,2022,82185,5090,0.037,0.34
4328,7232,2023,44364,-262,-0.002,-6.94
4329,7233,2018,241451,51855,0.286,0.24
4330,7233,2019,249122,44521,0.176,0.26
4331,7233,2020,297998,51809,0.148,0.49
4332,7233,2021,352737,73686,0.14,0.41
4333,7233,2022,252834,63993,0.121,0.62
4334,7234,2018,140038,-5907,-0.1,0.0
4335,7234,2019,233866,7526,0.182,0.0
4336,7234,2020,147852,-26661,-0.307,0.0
4337,7234,2021,136582,8964,0.09,0.0
4338,7234,2022,198497,6235,0.058,0.0
4339,7234,2023,35748,-62,0.0,0.0
4340,7235,2018,109385,12294,0.077,0.45
4341,7235,2019,105704,10292,0.065,0.47
4342,7235,2020,101619,8623,0.054,0.56
4343,7235,2021,100627,13175,0.083,0.38
4344,7235,2022,92054,6211,0.039,0.38
4345,7235,2023,58369,1049,0.007,1.21
4346,7237,2018,424577,9436,0.029,3.28
4347,7237,2019,338012,28008,0.077,1.04
4348,7237,2020,386099,51376,0.128,0.98
4349,7237,2021,309222,28102,0.067,0.97
4350,7237,2022,347910,26200,0.062,0.87
4351,7237,2023,240871,30886,0.074,0.81
4352,7239,2018,62466,535,0.008,0.0
4353,7239,2019,48701,-5631,-0.059,0.0
4354,7239,2020,31646,622,0.008,0.0
4355,7239,2021,48808,-217,-0.002,0.0
4356,7239,2022,39217,-14999,-0.107,0.0
4357,7239,2023,9649,-2661,-0.014,0.0
4358,7240,2018,119855,209,0.001,0.0
4359,7240,2019,167798,-6010,-0.033,0.0
4360,7240,2020,62127,-24353,-0.129,0.0
4361,7240,2021,44656,-27588,-0.138,0.0
4362,7240,2022,8403,-35837,-0.13,0.0
4363,7240,2023,6671,-2318,-0.007,0.0
4364,7241,2018,29849,-1768,-0.004,0.0
4365,7241,2019,46137,-32957,-0.07,0.0
4366,7241,2020,32276,4559,0.008,0.0
4367,7241,2021,51610,9906,0.014,0.0
4368,7241,2022,33878,2604,0.003,0.0
4369,7243,2018,7021,-12076,-0.015,0.0
4370,7243,2019,36868,2335,0.001,0.0
4371,7243,2020,6436,-60198,-0.113,0.0
4372,7243,2021,19500,-10810,-0.013,0.0
4373,7243,2022,24139,-9116,-0.007,0.0
4374,7245,2018,501756,-84190,-0.181,0.0
4375,7245,2019,388912,-94293,-0.203,0.0
4376,7245,2020,303236,-63690,-0.126,0.0
4377,7245,2021,247402,3692,0.004,0.0
4378,7245,2022,142935,6433,0.006,0.0
4379,7246,2018,225980,6481,0.028,0.54
4380,7246,2019,160848,2226,0.01,0.0
4381,7246,2020,106034,-6596,-0.029,0.0
4382,7246,2021,139589,9008,0.035,0.0
4383,7246,2022,326298,28728,0.104,0.0
4384,7247,2018,207417,16395,0.095,0.63
4385,7247,2019,219569,-5119,-0.026,-0.57
4386,7247,2020,210483,17277,0.09,0.36
4387,7247,2021,246503,33601,0.174,0.41
4388,7247,2022,284696,30866,0.16,0.4
4389,7247,2023,91583,300085,1.558,0.0
4390,7248,2018,188069,25253,0.08,0.57
4391,7248,2019,166849,21219,0.067,0.82
4392,7248,2020,146993,16313,0.052,1.07
4393,7248,2021,168949,17726,0.056,0.98
4394,7248,2022,139812,18309,0.058,0.69
4395,7249,2018,204240,42015,0.139,0.0
4396,7249,2019,266302,41602,0.139,0.0
4397,7249,2020,200162,12333,0.042,1.57
4398,7249,2021,93825,6908,0.024,0.21
4399,7249,2022,31285,865,0.003,0.0
4400,7250,2018,284809,10839,0.035,0.0
4401,7250,2019,443445,29704,0.093,0.0
4402,7250,2020,558056,-23599,-0.074,0.0
4403,7250,2021,387543,12759,0.04,0.0
4404,7250,2022,385080,5476,0.016,0.0
4405,7250,2023,121804,8828,0.025,0.0
4406,7251,2018,173001,-40485,-0.049,0.0
4407,7251,2019,182536,-332380,-0.4,0.0
