,Announced,Financial Year,Subject,EX Date,Payment Date,Amount,Indicator,Stock Code,Year
3173,29/4/2019,31/12/2018,Final Dividend,10/6/2019,24/6/2019,0.01,Currency,5147,2018
3174,3/9/2018,31/12/2018,Second interim dividend,23/10/2018,9/11/2018,0.01,Currency,5147,2018
3175,11/7/2018,31/12/2018,First Interim Dividend,24/7/2018,8/8/2018,0.01,Currency,5147,2018
3176,2/12/2022,31/12/2022,Third Interim Dividend,20/12/2022,10/1/2023,0.006,Currency,7943,2022
3177,8/9/2022,31/12/2022,Second Interim Dividend,23/9/2022,12/10/2022,0.01,Currency,7943,2022
3178,10/6/2022,31/12/2022,First Interim Dividend,27/6/2022,15/7/2022,0.01,Currency,7943,2022
3179,7/4/2022,31/12/2021,Fourth Interim Dividend,21/4/2022,17/5/2022,0.015,Currency,7943,2021
3180,25/11/2021,31/12/2021,Third Interim Dividend,10/12/2021,28/12/2021,0.01,Currency,7943,2021
3181,6/9/2021,31/12/2021,Second Interim Dividend,22/9/2021,8/10/2021,0.01,Currency,7943,2021
3182,28/5/2021,31/12/2021,First Interim Dividend,14/6/2021,29/6/2021,0.01,Currency,7943,2021
3183,28/5/2021,31/12/2020,Final Dividend,14/6/2021,29/6/2021,0.02,Currency,7943,2020
3184,10/11/2020,31/12/2020,Second Interim Dividend,4/12/2020,22/12/2020,0.012,Currency,7943,2020
3185,1/9/2020,31/12/2020,First Interim Dividend,6/10/2020,22/10/2020,0.01,Currency,7943,2020
3186,29/5/2020,31/12/2019,Final Dividend,30/7/2020,17/8/2020,0.01,Currency,7943,2019
3187,25/2/2020,31/12/2019,Third Interim Dividend,3/3/2020,18/3/2020,0.01,Currency,7943,2019
3188,30/9/2019,31/12/2019,Second interim dividend,2/12/2019,18/12/2019,0.01,Currency,7943,2019
3189,21/6/2019,31/12/2019,First Interim Dividend,19/7/2019,5/8/2019,0.01,Currency,7943,2019
3190,29/4/2019,31/12/2018,Final Dividend,10/6/2019,24/6/2019,0.01,Currency,7943,2018
3191,3/9/2018,31/12/2018,Second interim dividend,23/10/2018,9/11/2018,0.01,Currency,7943,2018
3192,11/7/2018,31/12/2018,First Interim Dividend,24/7/2018,8/8/2018,0.01,Currency,7943,2018
3193,2/12/2022,31/12/2022,Third Interim Dividend,20/12/2022,10/1/2023,0.006,Currency,133,2022
3194,8/9/2022,31/12/2022,Second Interim Dividend,23/9/2022,12/10/2022,0.01,Currency,133,2022
3195,10/6/2022,31/12/2022,First Interim Dividend,27/6/2022,15/7/2022,0.01,Currency,133,2022
3196,7/4/2022,31/12/2021,Fourth Interim Dividend,21/4/2022,17/5/2022,0.015,Currency,133,2021
3197,25/11/2021,31/12/2021,Third Interim Dividend,10/12/2021,28/12/2021,0.01,Currency,133,2021
3198,6/9/2021,31/12/2021,Second Interim Dividend,22/9/2021,8/10/2021,0.01,Currency,133,2021
3199,28/5/2021,31/12/2021,First Interim Dividend,14/6/2021,29/6/2021,0.01,Currency,133,2021
3200,28/5/2021,31/12/2020,Final Dividend,14/6/2021,29/6/2021,0.02,Currency,133,2020
3201,10/11/2020,31/12/2020,Second Interim Dividend,4/12/2020,22/12/2020,0.012,Currency,133,2020
3202,1/9/2020,31/12/2020,First Interim Dividend,6/10/2020,22/10/2020,0.01,Currency,133,2020
3203,29/5/2020,31/12/2019,Final Dividend,30/7/2020,17/8/2020,0.01,Currency,133,2019
3204,25/2/2020,31/12/2019,Third Interim Dividend,3/3/2020,18/3/2020,0.01,Currency,133,2019
3205,30/9/2019,31/12/2019,Second interim dividend,2/12/2019,18/12/2019,0.01,Currency,133,2019
3206,21/6/2019,31/12/2019,First Interim Dividend,19/7/2019,5/8/2019,0.01,Currency,133,2019
3207,29/4/2019,31/12/2018,Final Dividend,10/6/2019,24/6/2019,0.01,Currency,133,2018
3208,3/9/2018,31/12/2018,Second interim dividend,23/10/2018,9/11/2018,0.01,Currency,133,2018
3209,11/7/2018,31/12/2018,First Interim Dividend,24/7/2018,8/8/2018,0.01,Currency,133,2018
3210,29/4/2019,31/1/2019,Special Dividend,30/5/2019,24/6/2019,0.005,Currency,5218,2019
3211,22/9/2021,31/1/2022,Special Dividend,29/10/2021,17/11/2021,0.02,Currency,7811,2022
3212,21/5/2021,31/1/2021,Final Dividend,5/7/2021,19/7/2021,0.01,Currency,7811,2021
3213,29/6/2020,31/1/2020,Final Dividend,25/8/2020,10/9/2020,0.02,Currency,7811,2020
3214,9/5/2019,31/1/2019,Final Dividend,25/7/2019,8/8/2019,0.03,Currency,7811,2019
3215,15/11/2018,31/1/2019,Interim Dividend,24/12/2018,24/1/2019,0.02,Currency,7811,2019
3216,30/5/2018,31/1/2018,Final Dividend,16/8/2018,6/9/2018,0.02,Currency,7811,2018
3217,16/11/2017,31/1/2018,Interim Dividend,22/12/2017,24/1/2018,0.02,Currency,7811,2018
3218,26/8/2022,31/12/2022,Interim Dividend,14/9/2022,6/10/2022,0.04,Currency,5126,2022
3219,29/4/2022,31/12/2021,Final Dividend,29/6/2022,15/7/2022,0.06,Currency,5126,2021
3220,30/11/2021,31/12/2021,Interim Dividend,15/12/2021,30/12/2021,0.04,Currency,5126,2021
3221,5/5/2021,31/12/2020,First and Final Dividend,29/6/2021,16/7/2021,0.06,Currency,5126,2020
3222,17/6/2020,31/12/2019,First and Final Dividend,16/7/2020,30/7/2020,0.05,Currency,5126,2019
3223,30/4/2019,31/12/2018,First and Final Dividend,27/6/2019,19/7/2019,0.05,Currency,5126,2018
3224,29/11/2022,31/12/2022,Second Interim Dividend,22/12/2022,19/1/2023,0.1,Currency,5135,2022
3225,20/5/2022,31/12/2022,First Interim Dividend,3/6/2022,24/6/2022,0.05,Currency,5135,2022
3226,25/2/2022,31/12/2021,Third Interim Dividend,9/3/2022,29/3/2022,0.05,Currency,5135,2021
3227,26/11/2021,31/12/2021,Second Interim Dividend,3/1/2022,25/1/2022,0.1,Currency,5135,2021
3228,20/5/2021,31/12/2021,First Interim Dividend,14/6/2021,8/7/2021,0.05,Currency,5135,2021
3229,20/11/2020,31/12/2020,Second Interim Dividend,28/12/2020,21/1/2021,0.05,Currency,5135,2020
3230,28/5/2020,31/12/2020,First Interim Dividend,14/7/2020,6/8/2020,0.05,Currency,5135,2020
3231,17/5/2019,31/12/2019,First Interim Dividend,11/7/2019,8/8/2019,0.05,Currency,5135,2019
3232,15/5/2018,31/12/2018,First Interim Dividend,28/5/2018,11/6/2018,0.05,Currency,5135,2018
3233,29/7/2019,31/3/2019,First and Final Dividend,16/10/2019,5/11/2019,0.01,Currency,5207,2019
3234,23/2/2022,31/12/2021,Interim Dividend,10/3/2022,25/3/2022,0.01,Currency,158,2021
3235,21/11/2019,31/12/2019,Interim Dividend,13/12/2019,9/1/2020,0.017,Currency,158,2019
3236,28/5/2019,31/12/2019,Interim Dividend,10/7/2019,19/7/2019,0.017,Currency,158,2019
3237,23/11/2018,31/12/2018,Interim Dividend,27/12/2018,22/1/2019,0.017,Currency,158,2018
3238,11/6/2018,31/12/2018,Interim Dividend,17/7/2018,27/7/2018,0.017,Currency,158,2018
3239,2/9/2022,30/4/2022,Special Dividend,15/9/2022,29/9/2022,1.85,Currency,7247,2022
3240,29/6/2022,30/4/2022,Fourth Interim Dividend,14/7/2022,29/7/2022,0.0132,Currency,7247,2022
3241,29/3/2022,30/4/2022,Third Interim Dividend,12/4/2022,28/4/2022,0.014,Currency,7247,2022
3242,28/12/2021,30/4/2022,Second Interim Dividend,11/1/2022,26/1/2022,0.017,Currency,7247,2022
3243,28/9/2021,30/4/2022,First Interim Dividend,12/10/2021,29/10/2021,0.02,Currency,7247,2022
3244,28/6/2021,30/4/2021,Fourth Interim Dividend,12/7/2021,29/7/2021,0.017,Currency,7247,2021
3245,29/3/2021,30/4/2021,Third Interim Dividend,12/4/2021,28/4/2021,0.022,Currency,7247,2021
3246,21/12/2020,30/4/2021,Second Interim Dividend,6/1/2021,22/1/2021,0.015,Currency,7247,2021
3247,28/9/2020,30/4/2021,First Interim Dividend,27/10/2020,12/11/2020,0.017,Currency,7247,2021
3248,24/9/2020,30/4/2020,Final Dividend,12/10/2020,28/10/2020,0.0035,Currency,7247,2020
3249,29/6/2020,30/4/2020,Fourth Interim Dividend,13/7/2020,29/7/2020,0.015,Currency,7247,2020
3250,30/3/2020,30/4/2020,Third Interim Dividend,13/4/2020,30/4/2020,0.005,Currency,7247,2020
3251,9/12/2019,30/4/2020,Second Interim Dividend,23/12/2019,10/1/2020,0.01,Currency,7247,2020
3252,24/9/2019,30/4/2020,Interim Dividend,8/10/2019,23/10/2019,0.0025,Currency,7247,2020
3253,27/6/2019,30/4/2019,Interim Dividend,11/7/2019,26/7/2019,0.0025,Currency,7247,2019
3254,26/3/2019,30/4/2019,Interim Dividend,9/4/2019,26/4/2019,0.0025,Currency,7247,2019
3255,13/12/2018,30/4/2019,Interim Dividend,27/12/2018,18/1/2019,0.005,Currency,7247,2019
3256,20/9/2018,30/4/2019,Interim Dividend,8/10/2018,25/10/2018,0.005,Currency,7247,2019
3257,22/6/2018,30/4/2018,Interim Dividend,5/7/2018,25/7/2018,0.015,Currency,7247,2018
3258,13/3/2018,30/4/2018,Interim Dividend,28/3/2018,13/4/2018,0.015,Currency,7247,2018
3259,7/12/2017,30/4/2018,Interim Dividend,20/12/2017,12/1/2018,0.015,Currency,7247,2018
3260,7/9/2017,30/4/2018,Interim Dividend,21/9/2017,13/10/2017,0.015,Currency,7247,2018
3261,26/8/2022,30/6/2022,Fourth Interim Dividend,12/9/2022,28/9/2022,0.02,Currency,99,2022
3262,27/5/2022,30/6/2022,Third Interim Dividend,13/6/2022,28/6/2022,0.015,Currency,99,2022
3263,28/2/2022,30/6/2022,Second Interim Dividend,14/3/2022,29/3/2022,0.02,Currency,99,2022
3264,26/11/2021,30/6/2022,First Interim Dividend,10/12/2021,27/12/2021,0.015,Currency,99,2022
3265,27/8/2021,30/6/2021,Fourth Interim Dividend,13/9/2021,29/9/2021,0.015,Currency,99,2021
3266,28/5/2021,30/6/2021,Third Interim Dividend,14/6/2021,29/6/2021,0.015,Currency,99,2021
3267,26/2/2021,30/6/2021,Second Interim Dividend,12/3/2021,29/3/2021,0.015,Currency,99,2021
3268,27/11/2020,30/6/2021,First Interim Dividend,11/12/2020,29/12/2020,0.015,Currency,99,2021
3269,28/8/2020,30/6/2020,Interim Dividend,11/9/2020,29/9/2020,0.01,Currency,99,2020
3270,29/5/2020,30/6/2020,Interim Dividend,15/6/2020,29/6/2020,0.01,Currency,99,2020
3271,21/2/2020,30/6/2020,Interim Dividend,5/3/2020,20/3/2020,0.015,Currency,99,2020
3272,26/11/2019,30/6/2020,Interim Dividend,9/12/2019,24/12/2019,0.015,Currency,99,2020
3273,28/8/2019,30/6/2019,Interim Dividend,12/9/2019,30/9/2019,0.01,Currency,99,2019
3274,23/5/2019,30/6/2019,Interim Dividend,7/6/2019,25/6/2019,0.01,Currency,99,2019
3275,26/2/2019,30/6/2019,Interim Dividend,8/3/2019,26/3/2019,0.015,Currency,99,2019
3276,22/11/2018,30/6/2019,Interim Dividend,5/12/2018,21/12/2018,0.02,Currency,99,2019
3277,27/8/2018,30/6/2018,Interim Dividend,7/9/2018,28/9/2018,0.03,Currency,99,2018
3278,21/5/2018,30/6/2018,Interim Dividend,4/6/2018,21/6/2018,0.02,Currency,99,2018
3279,7/2/2018,30/6/2018,Interim Dividend,20/2/2018,8/3/2018,0.02,Currency,99,2018
3280,13/11/2017,30/6/2018,Interim Dividend,23/11/2017,12/12/2017,0.02,Currency,99,2018
3281,29/9/2022,31/7/2022,Final Dividend,23/12/2022,9/1/2023,0.05,Currency,4731,2022
3282,13/6/2022,31/7/2022,Interim Dividend,7/7/2022,22/7/2022,0.04,Currency,4731,2022
3283,29/9/2021,31/7/2021,Final Dividend,4/1/2022,13/1/2022,0.05,Currency,4731,2021
3284,23/6/2021,31/7/2021,Interim Dividend,7/7/2021,23/7/2021,0.04,Currency,4731,2021
3285,18/9/2020,31/7/2020,Final Dividend,4/1/2021,13/1/2021,0.13,Currency,4731,2020
3286,23/6/2020,31/7/2020,Interim Dividend,15/7/2020,24/7/2020,0.1,Currency,4731,2020
3287,26/9/2019,31/7/2019,Final Dividend,26/12/2019,10/1/2020,0.1,Currency,4731,2019
3288,26/6/2019,31/7/2019,Interim Dividend,15/7/2019,23/7/2019,0.1,Currency,4731,2019
3289,20/9/2018,31/7/2018,Final Dividend,26/12/2018,18/1/2019,0.1,Currency,4731,2018
3290,20/6/2018,31/7/2018,Interim Dividend,3/7/2018,13/7/2018,0.1,Currency,4731,2018
3291,28/9/2022,31/7/2022,Final Dividend,21/12/2022,4/1/2023,0.025,Currency,8125,2022
3292,7/12/2021,31/7/2022,Interim Dividend,22/12/2021,10/1/2022,0.025,Currency,8125,2022
3293,22/6/2021,31/7/2021,Interim Dividend,6/7/2021,19/7/2021,0.02,Currency,8125,2021
3294,17/9/2020,31/7/2020,Final Dividend,30/12/2020,15/1/2021,0.03,Currency,8125,2020
3295,22/6/2020,31/7/2020,Interim Dividend,6/7/2020,17/7/2020,0.02,Currency,8125,2020
3296,22/2/2019,31/12/2018,Interim Dividend,9/4/2019,26/4/2019,0.005,Currency,8125,2018
3297,14/11/2018,31/12/2018,Interim Dividend,4/12/2018,21/12/2018,0.01,Currency,8125,2018
3298,16/8/2018,31/12/2018,Interim Dividend,4/9/2018,27/9/2018,0.008,Currency,8125,2018
3299,14/5/2018,31/12/2018,Interim Dividend,28/5/2018,28/6/2018,0.0105,Currency,8125,2018
3300,18/6/2018,30/6/2018,Interim Dividend,29/6/2018,18/7/2018,0.005,Currency,28,2018
3301,27/5/2022,31/3/2022,Second Interim Dividend,10/6/2022,30/6/2022,0.005,Currency,212,2022
3302,27/8/2021,31/3/2022,First Interim Dividend,14/9/2021,30/9/2021,0.0025,Currency,212,2022
3303,9/12/2021,31/3/2022,Interim Dividend,30/12/2021,19/1/2022,0.018,Currency,7053,2022
3304,9/9/2021,31/3/2022,Interim Dividend,24/9/2021,6/10/2021,0.018,Currency,7053,2022
3305,15/12/2020,31/3/2021,Interim Dividend,30/12/2020,15/1/2021,0.0117,Currency,7053,2021
3306,26/12/2018,31/3/2019,Interim Dividend,10/1/2019,28/1/2019,0.018,Currency,7053,2019
3307,5/3/2018,31/3/2018,Interim Dividend,16/3/2018,6/4/2018,0.027,Currency,7053,2018
3308,28/12/2022,31/12/2022,Second Interim Dividend,11/1/2023,20/1/2023,0.02,Currency,9792,2022
3309,3/1/2022,31/12/2022,First Interim Dividend,14/1/2022,25/1/2022,0.03,Currency,9792,2022
3310,29/4/2022,31/12/2021,First and Final Dividend,21/6/2022,8/7/2022,0.01,Currency,9792,2021
3311,3/11/2020,31/12/2020,Interim Dividend,16/11/2020,25/11/2020,0.025,Currency,9792,2020
3312,19/11/2019,31/12/2019,Interim Dividend,2/12/2019,12/12/2019,0.025,Currency,9792,2019
3313,18/10/2018,31/12/2018,Interim Dividend,1/11/2018,15/11/2018,0.0275,Currency,9792,2018
3314,28/12/2022,31/12/2022,Second Interim Dividend,11/1/2023,20/1/2023,0.02,Currency,2224,2022
3315,3/1/2022,31/12/2022,First Interim Dividend,14/1/2022,25/1/2022,0.03,Currency,2224,2022
3316,29/4/2022,31/12/2021,First and Final Dividend,21/6/2022,8/7/2022,0.01,Currency,2224,2021
3317,3/11/2020,31/12/2020,Interim Dividend,16/11/2020,25/11/2020,0.025,Currency,2224,2020
3318,19/11/2019,31/12/2019,Interim Dividend,2/12/2019,12/12/2019,0.025,Currency,2224,2019
3319,18/10/2018,31/12/2018,Interim Dividend,1/11/2018,15/11/2018,0.0275,Currency,2224,2018
3320,26/8/2022,31/12/2022,Interim Dividend,26/9/2022,14/10/2022,0.005,Currency,5305,2022
3321,28/2/2022,31/12/2021,Interim Dividend,11/4/2022,29/4/2022,0.013,Currency,5305,2021
3322,19/8/2022,31/12/2022,Interim Dividend,9/9/2022,28/9/2022,0.005,Currency,251,2022
3323,28/4/2020,31/12/2019,Second Interim Dividend,17/6/2020,16/7/2020,0.12,Currency,5517,2019
3324,28/8/2019,31/12/2019,Interim Dividend,31/10/2019,21/11/2019,0.03,Currency,5517,2019
3325,29/4/2019,31/12/2018,Final Dividend,14/6/2019,15/7/2019,0.12,Currency,5517,2018
3326,29/8/2018,31/12/2018,Interim Dividend,31/10/2018,23/11/2018,0.03,Currency,5517,2018
3327,31/10/2022,30/6/2022,Final Dividend,7/12/2022,15/12/2022,0.0125,Currency,5173,2022
3328,28/7/2022,31/3/2022,Final Dividend,11/10/2022,26/10/2022,0.09,Currency,6017,2022
3329,27/8/2021,31/3/2021,Final Dividend,11/10/2021,26/10/2021,0.08,Currency,6017,2021
3330,27/8/2020,31/3/2020,Final Dividend,12/10/2020,27/10/2020,0.05,Currency,6017,2020
3331,10/3/2020,31/3/2020,Interim Dividend,30/3/2020,15/4/2020,0.07,Currency,6017,2020
3332,29/7/2019,31/3/2019,Final Dividend,19/9/2019,4/10/2019,0.08,Currency,6017,2019
3333,8/3/2019,31/3/2019,Interim Dividend,21/3/2019,8/4/2019,0.08,Currency,6017,2019
3334,18/7/2018,31/3/2018,Final Dividend,13/9/2018,5/10/2018,0.08,Currency,6017,2018
3335,27/2/2018,31/3/2018,Interim Dividend,21/3/2018,6/4/2018,0.08,Currency,6017,2018
3336,28/7/2022,31/3/2022,Final Dividend,11/10/2022,26/10/2022,0.09,Currency,241,2022
3337,27/8/2021,31/3/2021,Final Dividend,11/10/2021,26/10/2021,0.08,Currency,241,2021
3338,27/8/2020,31/3/2020,Final Dividend,12/10/2020,27/10/2020,0.05,Currency,241,2020
3339,10/3/2020,31/3/2020,Interim Dividend,30/3/2020,15/4/2020,0.07,Currency,241,2020
3340,29/7/2019,31/3/2019,Final Dividend,19/9/2019,4/10/2019,0.08,Currency,241,2019
3341,8/3/2019,31/3/2019,Interim Dividend,21/3/2019,8/4/2019,0.08,Currency,241,2019
3342,18/7/2018,31/3/2018,Final Dividend,13/9/2018,5/10/2018,0.08,Currency,241,2018
3343,27/2/2018,31/3/2018,Interim Dividend,21/3/2018,6/4/2018,0.08,Currency,241,2018
3344,30/10/2019,30/6/2019,Final Dividend,19/12/2019,6/1/2020,0.01,Currency,7246,2019
3345,26/10/2018,30/6/2018,Final Dividend,26/12/2018,7/1/2019,0.015,Currency,7246,2018
3346,17/8/2022,30/6/2022,Second Interim Dividend,7/9/2022,30/9/2022,0.075,Currency,4197,2022
3347,16/2/2022,30/6/2022,First Interim Dividend,25/4/2022,11/5/2022,0.04,Currency,4197,2022
3348,25/8/2021,30/6/2021,Second Interim Dividend,10/9/2021,30/9/2021,0.08,Currency,4197,2021
3349,25/8/2021,30/6/2021,Special Dividend,10/9/2021,30/9/2021,0.01,Currency,4197,2021
3350,25/2/2021,30/6/2021,First Interim Dividend,23/4/2021,11/5/2021,0.02,Currency,4197,2021
3351,25/2/2021,30/6/2021,Special Dividend,23/4/2021,11/5/2021,0.04,Currency,4197,2021
3352,27/8/2020,30/6/2020,Second Interim Dividend,2/10/2020,30/10/2020,0.07,Currency,4197,2020
3353,27/8/2020,30/6/2020,Special Dividend,2/10/2020,30/10/2020,0.01,Currency,4197,2020
3354,26/2/2020,30/6/2020,Interim Dividend,24/4/2020,12/5/2020,0.02,Currency,4197,2020
3355,27/8/2019,30/6/2019,Second interim dividend,30/9/2019,31/10/2019,0.07,Currency,4197,2019
3356,27/8/2019,30/6/2019,Special Dividend,30/9/2019,31/10/2019,0.01,Currency,4197,2019
3357,21/2/2019,30/6/2019,First Interim Dividend,22/4/2019,8/5/2019,0.02,Currency,4197,2019
3358,30/8/2018,30/6/2018,Second interim dividend,27/9/2018,31/10/2018,0.04,Currency,4197,2018
3359,30/8/2018,30/6/2018,Special Dividend,27/9/2018,31/10/2018,0.02,Currency,4197,2018
3360,22/2/2018,30/6/2018,Interim Dividend,17/4/2018,4/5/2018,0.02,Currency,4197,2018
3361,23/8/2022,31/12/2022,Interim Dividend,3/11/2022,18/11/2022,0.1,Currency,5285,2022
3362,18/2/2022,31/12/2021,Final Dividend,27/4/2022,17/5/2022,0.1238,Currency,5285,2021
3363,18/8/2021,31/12/2021,Interim Dividend,27/10/2021,12/11/2021,0.079,Currency,5285,2021
3364,12/4/2021,31/12/2020,Special Dividend (with Dividend Re-Investment Plan),3/5/2021,3/6/2021,0.0213,Currency,5285,2020
3365,18/2/2021,31/12/2020,Final Dividend,27/4/2021,12/5/2021,0.0542,Currency,5285,2020
3366,27/8/2020,31/12/2020,Special Dividend,16/11/2020,26/11/2020,0.0145,Currency,5285,2020
3367,27/8/2020,31/12/2020,Interim Dividend,16/11/2020,26/11/2020,0.0257,Currency,5285,2020
3368,28/2/2020,31/12/2019,Final Dividend,8/5/2020,22/5/2020,0.01,Currency,5285,2019
3369,29/4/2019,31/12/2018,Final Dividend,9/5/2019,21/5/2019,0.017,Currency,5285,2018
3370,22/11/2018,30/6/2018,Final Dividend (with Dividend Re-Investment Plan),5/12/2018,7/1/2019,0.11,Currency,5285,2018
3371,30/8/2018,30/6/2018,Special Dividend,18/9/2018,5/10/2018,0.03,Currency,5285,2018
3372,22/2/2018,30/6/2018,Interim Dividend,18/4/2018,4/5/2018,0.035,Currency,5285,2018
3373,25/8/2022,31/12/2022,First Interim Dividend,29/9/2022,19/10/2022,0.01,Currency,5288,2022
3374,26/8/2021,31/12/2021,First Interim Dividend,28/10/2021,16/11/2021,0.01,Currency,5288,2021
3375,25/11/2020,31/12/2020,First Interim Dividend,9/12/2020,22/12/2020,0.01,Currency,5288,2020
3376,26/2/2020,31/12/2019,Second Interim Dividend,30/3/2020,20/4/2020,0.02,Currency,5288,2019
3377,28/8/2019,31/12/2019,Interim Dividend,27/9/2019,22/10/2019,0.01,Currency,5288,2019
3378,27/2/2019,31/12/2018,Interim Dividend,27/3/2019,26/4/2019,0.01,Currency,5288,2018
3379,28/8/2018,30/6/2018,Second interim dividend,26/9/2018,26/10/2018,0.03,Currency,5288,2018
3380,26/2/2018,30/6/2018,Interim Dividend,12/4/2018,26/4/2018,0.02,Currency,5288,2018
3381,25/7/2022,31/3/2022,Final Dividend,30/9/2022,28/10/2022,0.0555,Currency,7155,2022
3382,25/8/2021,31/3/2021,Final Dividend,1/10/2021,29/10/2021,0.0427,Currency,7155,2021
3383,25/8/2020,31/3/2020,Final Dividend,24/9/2020,23/10/2020,0.0293,Currency,7155,2020
3384,24/7/2019,31/3/2019,Final Dividend,3/10/2019,25/10/2019,0.0384,Currency,7155,2019
3385,30/7/2018,31/3/2018,Final Dividend,3/10/2018,26/10/2018,0.0506,Currency,7155,2018
3386,29/8/2022,31/12/2022,First Interim Dividend,9/9/2022,19/9/2022,0.015,Currency,3008,2022
3387,9/12/2020,31/12/2020,First Interim Dividend,16/12/2020,24/12/2020,0.005,Currency,3008,2020
3388,21/8/2019,31/12/2019,First Interim Dividend,28/8/2019,19/9/2019,0.01,Currency,3008,2019
3389,24/8/2018,31/12/2018,First Interim Dividend,24/8/2018,18/9/2018,0.01,Currency,3008,2018
3390,4/11/2022,31/12/2022,Third Interim Dividend,7/12/2022,6/1/2023,0.015,Currency,7248,2022
3391,5/8/2022,31/12/2022,Second Interim Dividend,8/9/2022,6/10/2022,0.015,Currency,7248,2022
3392,10/5/2022,31/12/2022,First Interim Dividend,10/6/2022,6/7/2022,0.01,Currency,7248,2022
3393,25/2/2022,31/12/2021,Fourth Interim Dividend,15/3/2022,13/4/2022,0.015,Currency,7248,2021
3394,5/11/2021,31/12/2021,Third Interim Dividend,7/12/2021,6/1/2022,0.015,Currency,7248,2021
3395,6/8/2021,31/12/2021,Second Interim Dividend,9/9/2021,7/10/2021,0.015,Currency,7248,2021
3396,7/5/2021,31/12/2021,First Interim Dividend,9/6/2021,8/7/2021,0.01,Currency,7248,2021
3397,24/2/2021,31/12/2020,Fourth Interim Dividend,12/3/2021,13/4/2021,0.015,Currency,7248,2020
3398,6/11/2020,31/12/2020,Third Interim Dividend,7/12/2020,6/1/2021,0.015,Currency,7248,2020
3399,7/8/2020,31/12/2020,Second Interim Dividend,9/9/2020,8/10/2020,0.015,Currency,7248,2020
3400,13/5/2020,31/12/2020,First Interim Dividend,11/6/2020,3/7/2020,0.01,Currency,7248,2020
3401,26/2/2020,31/12/2019,Fourth Interim Dividend,19/3/2020,10/4/2020,0.015,Currency,7248,2019
3402,8/11/2019,31/12/2019,Interim Dividend,11/12/2019,8/1/2020,0.015,Currency,7248,2019
3403,2/8/2019,31/12/2019,Second interim dividend,5/9/2019,4/10/2019,0.015,Currency,7248,2019
3404,3/5/2019,31/12/2019,First Interim Dividend,11/6/2019,5/7/2019,0.01,Currency,7248,2019
3405,22/2/2019,31/12/2018,Interim Dividend,11/3/2019,5/4/2019,0.015,Currency,7248,2018
3406,2/11/2018,31/12/2018,Second interim dividend,5/12/2018,4/1/2019,0.015,Currency,7248,2018
3407,3/8/2018,31/12/2018,First Interim Dividend,5/9/2018,5/10/2018,0.015,Currency,7248,2018
3408,5/1/2023,31/12/2022,Interim Dividend,13/1/2023,9/2/2023,0.0005,Currency,3023,2022
3409,8/9/2022,31/12/2022,Interim Dividend,15/9/2022,5/10/2022,0.0005,Currency,3023,2022
3410,30/4/2021,31/12/2021,Interim Dividend,10/5/2021,25/5/2021,0.001,Currency,3023,2021
3411,20/1/2021,31/12/2021,Interim Dividend,3/2/2021,18/2/2021,0.001,Currency,3023,2021
3412,18/11/2020,31/12/2020,Interim Dividend,2/12/2020,15/12/2020,0.001,Currency,3023,2020
3413,2/7/2020,31/12/2020,Interim Dividend,17/7/2020,4/8/2020,0.0005,Currency,3023,2020
3414,2/5/2019,31/12/2019,Interim Dividend,16/5/2019,31/5/2019,0.0012,Currency,3023,2019
3415,21/7/2022,31/5/2022,Interim Dividend,3/8/2022,15/8/2022,0.0017,Currency,3054,2022
3416,4/12/2020,31/3/2021,Interim Dividend,29/12/2020,21/1/2021,0.01,Currency,215,2021
3417,27/8/2021,30/4/2021,Final Dividend,14/10/2021,29/10/2021,0.003,Currency,5242,2021
3418,30/8/2018,30/4/2018,Final Dividend,10/10/2018,25/10/2018,0.002,Currency,5242,2018
3419,24/2/2022,31/12/2021,First Interim Dividend,10/3/2022,23/3/2022,0.02,Currency,93,2021
3420,29/7/2022,31/3/2022,Final Dividend,8/11/2022,28/11/2022,0.05,Currency,5134,2022
3421,29/7/2021,31/3/2021,Final Dividend,2/9/2021,24/9/2021,0.05,Currency,5134,2021
3422,25/8/2020,31/3/2020,Final Dividend,1/10/2020,23/10/2020,0.05,Currency,5134,2020
3423,31/7/2019,31/3/2019,Final Dividend,5/9/2019,27/9/2019,0.05,Currency,5134,2019
3424,30/7/2018,31/3/2018,Final Dividend,5/9/2018,28/9/2018,0.05,Currency,5134,2018
3425,28/4/2022,31/12/2021,Final Dividend,14/7/2022,29/7/2022,0.0021,Currency,225,2021
3426,28/4/2021,31/12/2020,Final Dividend,25/6/2021,16/7/2021,0.004,Currency,225,2020
3427,15/5/2018,30/6/2018,Interim Dividend,28/5/2018,13/6/2018,0.035,Currency,5665,2018
3428,23/8/2022,30/6/2022,Fourth Interim Dividend,3/10/2022,21/10/2022,0.03,Currency,1562,2022
3429,23/5/2022,30/6/2022,Third Interim Dividend,29/6/2022,22/7/2022,0.02,Currency,1562,2022
3430,22/2/2022,30/6/2022,Second Interim Dividend,30/3/2022,22/4/2022,0.01,Currency,1562,2022
3431,18/11/2021,30/6/2022,First Interim Dividend,16/12/2021,5/1/2022,0.01,Currency,1562,2022
3432,20/5/2021,30/6/2021,Third Interim Dividend,29/6/2021,16/7/2021,0.015,Currency,1562,2021
3433,23/2/2021,30/6/2021,Second Interim Dividend,31/3/2021,23/4/2021,0.025,Currency,1562,2021
