,EPS,DPS,NTA,Revenue,P/L,Quarter,Q Date,Financial Year,Announced,ROE,Stock Code,Year
5991,23.04,0.000,5.2373,390.59m,91.81m,3,2018-09-30,2018-12-31,2018-10-10,4.4%,8621,2018
5992,16.50,26.000,5.0772,353.05m,65.74m,2,2018-06-30,2018-12-31,2018-07-09,3.2%,8621,2018
5993,21.84,0.000,5.9802,381.00m,72.50m,1,2018-03-31,2018-12-31,2018-04-26,3.7%,8621,2018
5994,2.96,0.000,1.5600,63.74m,4.24m,2,2022-09-30,2023-03-31,2022-11-22,1.9%,7085,2023
5995,3.42,0.000,1.5300,62.64m,4.89m,1,2022-06-30,2023-03-31,2022-08-18,2.2%,7085,2023
5996,-6.30,0.000,1.5100,59.72m,-9.02m,4,2022-03-31,2022-03-31,2022-05-30,-4.2%,7085,2022
5997,1.62,0.000,1.5700,55.11m,2.32m,3,2021-12-31,2022-03-31,2022-02-23,1.0%,7085,2022
5998,-3.47,0.000,1.5500,42.82m,-4.97m,2,2021-09-30,2022-03-31,2021-11-23,-2.2%,7085,2022
5999,-3.24,0.000,1.6500,44.02m,-4.21m,1,2021-06-30,2022-03-31,2021-08-19,-2.0%,7085,2022
6000,-9.27,0.000,1.7000,38.93m,-12.06m,4,2021-03-31,2021-03-31,2021-05-25,-5.5%,7085,2021
6001,-1.68,0.000,1.7800,36.62m,-2.19m,3,2020-12-31,2021-03-31,2021-02-25,-0.9%,7085,2021
6002,-3.65,0.000,1.7800,33.93m,-4.75m,2,2020-09-30,2021-03-31,2020-11-19,-2.1%,7085,2021
6003,-6.45,0.000,1.8100,27.92m,-8.40m,1,2020-06-30,2021-03-31,2020-08-24,-3.6%,7085,2021
6004,-6.18,0.000,1.8500,36.64m,-8.04m,4,2020-03-31,2020-03-31,2020-05-21,-3.3%,7085,2020
6005,4.31,0.500,1.9800,49.46m,5.61m,3,2019-12-31,2020-03-31,2020-02-28,2.2%,7085,2020
6006,5.70,0.000,1.9400,52.85m,7.41m,2,2019-09-30,2020-03-31,2019-11-19,2.9%,7085,2020
6007,0.39,0.000,1.8900,48.25m,510.00k,1,2019-06-30,2020-03-31,2019-08-23,0.2%,7085,2020
6008,4.22,0.000,1.9000,55.98m,5.49m,4,2019-03-31,2019-03-31,2019-05-21,2.2%,7085,2019
6009,7.50,1.000,1.8600,54.22m,9.75m,3,2018-12-31,2019-03-31,2019-02-27,4.0%,7085,2019
6010,5.84,0.000,1.8100,46.72m,7.60m,2,2018-09-30,2019-03-31,2018-11-14,3.2%,7085,2019
6011,-1.45,0.000,1.7600,39.42m,-1.88m,1,2018-06-30,2019-03-31,2018-08-16,-0.8%,7085,2019
6012,0.61,0.000,1.7800,44.51m,791.00k,4,2018-03-31,2018-03-31,2018-05-24,0.3%,7085,2018
6013,1.23,1.000,1.8000,45.90m,1.60m,3,2017-12-31,2018-03-31,2018-02-13,0.7%,7085,2018
6014,1.46,0.000,1.8100,44.81m,1.90m,2,2017-09-30,2018-03-31,2017-11-15,0.8%,7085,2018
6015,-0.81,0.000,1.8300,39.81m,-1.06m,1,2017-06-30,2018-03-31,2017-08-16,-0.4%,7085,2018
6016,0.82,0.000,0.5500,170.55m,8.78m,3,2022-09-30,2022-12-31,2022-10-27,1.5%,5143,2022
6017,1.71,1.000,0.5500,220.76m,18.33m,2,2022-06-30,2022-12-31,2022-07-28,3.1%,5143,2022
6018,1.50,0.000,0.5500,239.52m,16.09m,1,2022-03-31,2022-12-31,2022-04-28,2.7%,5143,2022
6019,1.54,1.000,0.5700,288.69m,16.59m,4,2021-12-31,2021-12-31,2022-02-17,2.7%,5143,2021
6020,1.41,0.000,0.5600,192.21m,14.70m,3,2021-09-30,2021-12-31,2021-11-10,2.5%,5143,2021
6021,1.64,0.800,0.4200,215.61m,16.57m,2,2021-06-30,2021-12-31,2021-08-11,3.9%,5143,2021
6022,2.19,0.900,0.4300,227.87m,20.56m,1,2021-03-31,2021-12-31,2021-04-21,5.1%,5143,2021
6023,1.80,2.000,0.3800,220.23m,16.13m,4,2020-12-31,2020-12-31,2021-02-19,4.7%,5143,2020
6024,1.59,0.000,0.3600,191.26m,14.20m,3,2020-09-30,2020-12-31,2020-10-27,4.4%,5143,2020
6025,0.85,1.000,0.3500,140.29m,7.57m,2,2020-06-30,2020-12-31,2020-07-29,2.4%,5143,2020
6026,1.11,0.000,0.3500,174.48m,9.99m,1,2020-03-31,2020-12-31,2020-06-12,3.2%,5143,2020
6027,1.09,1.250,0.3400,187.16m,9.57m,4,2019-12-31,2019-12-31,2020-02-17,3.2%,5143,2019
6028,0.96,0.000,0.3300,187.49m,8.58m,3,2019-09-30,2019-12-31,2019-10-24,2.9%,5143,2019
6029,1.13,1.000,0.3400,188.39m,9.89m,2,2019-06-30,2019-12-31,2019-07-29,3.3%,5143,2019
6030,1.11,0.000,0.3400,202.45m,9.60m,1,2019-03-31,2019-12-31,2019-04-30,3.3%,5143,2019
6031,1.02,1.250,0.3300,206.25m,8.77m,4,2018-12-31,2018-12-31,2019-02-15,3.1%,5143,2018
6032,1.15,0.000,0.3200,212.28m,9.84m,3,2018-09-30,2018-12-31,2018-10-25,3.6%,5143,2018
6033,1.15,1.000,0.3200,198.91m,9.75m,2,2018-06-30,2018-12-31,2018-07-26,3.6%,5143,2018
6034,1.14,0.000,0.3200,196.65m,9.63m,1,2018-03-31,2018-12-31,2018-04-30,3.6%,5143,2018
6035,5.13,0.000,3.9800,19.26m,2.13m,3,2022-09-30,2022-12-31,2022-11-17,1.3%,9199,2022
6036,4.22,0.000,3.9200,18.49m,1.76m,2,2022-06-30,2022-12-31,2022-08-18,1.1%,9199,2022
6037,3.21,0.000,3.8600,16.73m,1.33m,1,2022-03-31,2022-12-31,2022-05-19,0.8%,9199,2022
6038,1.63,1.000,3.8200,17.16m,679.00k,4,2021-12-31,2021-12-31,2022-02-23,0.4%,9199,2021
6039,4.39,0.000,3.8000,14.23m,1.83m,3,2021-09-30,2021-12-31,2021-11-22,1.2%,9199,2021
6040,-1.08,0.000,3.7700,10.86m,-450.00k,2,2021-06-30,2021-12-31,2021-08-19,-0.3%,9199,2021
6041,2.86,0.000,3.7800,15.37m,1.19m,1,2021-03-31,2021-12-31,2021-05-19,0.8%,9199,2021
6042,3.88,1.000,3.7300,18.38m,1.61m,4,2020-12-31,2020-12-31,2021-03-25,1.0%,9199,2020
6043,1.79,0.000,3.7000,15.55m,746.00k,3,2020-09-30,2020-12-31,2020-11-12,0.5%,9199,2020
6044,-2.17,0.000,3.7400,6.28m,-902.00k,2,2020-06-30,2020-12-31,2020-08-12,-0.6%,9199,2020
6045,3.88,0.000,3.7500,14.72m,1.62m,1,2020-03-31,2020-12-31,2020-06-17,1.0%,9199,2020
6046,4.38,5.000,3.7100,18.68m,1.82m,4,2019-12-31,2019-12-31,2020-02-20,1.2%,9199,2019
6047,6.66,0.000,3.6700,21.83m,2.77m,3,2019-09-30,2019-12-31,2019-11-14,1.8%,9199,2019
6048,5.39,0.000,3.6800,18.62m,2.24m,2,2019-06-30,2019-12-31,2019-08-15,1.5%,9199,2019
6049,5.63,0.000,3.6100,16.79m,2.34m,1,2019-03-31,2019-12-31,2019-05-17,1.6%,9199,2019
6050,5.03,7.000,3.5600,17.87m,2.09m,4,2018-12-31,2018-12-31,2019-02-21,1.4%,9199,2018
6051,4.94,0.000,3.5100,17.70m,2.05m,3,2018-09-30,2018-12-31,2018-11-14,1.4%,9199,2018
6052,4.37,0.000,3.5100,14.69m,1.82m,2,2018-06-30,2018-12-31,2018-08-16,1.2%,9199,2018
6053,8.03,0.000,3.4700,17.66m,3.34m,1,2018-03-31,2018-12-31,2018-05-15,2.3%,9199,2018
6054,1.14,0.000,1.4400,71.29m,3.01m,1,2022-09-30,2023-06-30,2022-11-25,0.8%,1198,2023
6055,-25.83,0.000,1.4400,68.68m,-68.13m,-,2022-06-30,2022-06-30,2022-08-30,-17.9%,1198,2022
6056,-31.61,0.000,1.7300,62.82m,-83.37m,-,2022-03-31,2022-06-30,2022-05-23,-18.3%,1198,2022
6057,3.25,0.000,2.0600,61.48m,8.56m,-,2021-12-31,2022-06-30,2022-02-25,1.6%,1198,2022
6058,2.21,0.000,2.0300,57.05m,5.84m,-,2021-09-30,2022-06-30,2021-11-23,1.1%,1198,2022
6059,-2.22,0.000,2.0400,55.88m,-5.85m,-,2021-06-30,2022-06-30,2021-08-24,-1.1%,1198,2022
6060,3.36,0.000,2.0600,58.26m,9.02m,1,2021-03-31,2021-12-31,2021-05-31,1.6%,1198,2021
6061,8.94,0.000,2.0200,49.35m,24.36m,4,2020-12-31,2020-12-31,2021-02-26,4.4%,1198,2020
6062,8.35,0.000,1.8500,59.78m,22.76m,3,2020-09-30,2020-12-31,2020-11-04,4.5%,1198,2020
6063,8.48,0.000,1.7900,50.16m,23.17m,2,2020-06-30,2020-12-31,2020-08-25,4.7%,1198,2020
6064,-11.16,0.000,1.7000,54.33m,-30.50m,1,2020-03-31,2020-12-31,2020-06-30,-6.6%,1198,2020
6065,-9.60,0.000,1.7900,54.14m,-26.26m,4,2019-12-31,2019-12-31,2020-02-28,-5.4%,1198,2019
6066,-1.21,6.000,1.8900,48.11m,-3.30m,3,2019-09-30,2019-12-31,2019-11-27,-0.6%,1198,2019
6067,-3.01,0.000,1.9500,47.91m,-8.23m,2,2019-06-30,2019-12-31,2019-08-29,-1.5%,1198,2019
6068,2.40,0.000,1.9600,44.24m,6.57m,1,2019-03-31,2019-12-31,2019-05-29,1.2%,1198,2019
6069,-4.03,0.000,1.9400,43.59m,-11.04m,4,2018-12-31,2018-12-31,2019-02-27,-2.1%,1198,2018
6070,-0.96,0.000,1.9300,45.27m,-2.63m,3,2018-09-30,2018-12-31,2018-11-22,-0.5%,1198,2018
6071,-0.42,0.000,1.9400,40.83m,-1.16m,2,2018-06-30,2018-12-31,2018-08-29,-0.2%,1198,2018
6072,-4.62,3.000,1.9700,39.16m,-12.63m,1,2018-03-31,2018-12-31,2018-05-28,-2.3%,1198,2018
6073,5.76,2.300,1.8200,343.04m,24.98m,2,2022-10-31,2023-04-30,2022-12-12,3.2%,7087,2023
6074,5.54,2.200,1.7900,340.91m,24.03m,1,2022-07-31,2023-04-30,2022-09-12,3.1%,7087,2023
6075,6.20,2.500,1.7600,258.32m,26.89m,4,2022-04-30,2022-04-30,2022-06-23,3.5%,7087,2022
6076,6.15,2.000,1.7000,312.83m,26.68m,3,2022-01-31,2022-04-30,2022-03-18,3.6%,7087,2022
6077,3.94,2.000,1.6600,112.26m,17.08m,2,2021-10-31,2022-04-30,2021-12-27,2.4%,7087,2022
6078,4.86,0.000,1.6200,305.57m,21.05m,1,2021-07-31,2022-04-30,2021-09-14,3.0%,7087,2022
6079,7.06,2.800,1.6000,297.54m,30.62m,4,2021-04-30,2021-04-30,2021-06-23,4.4%,7087,2021
6080,11.29,4.500,1.5700,367.82m,48.95m,3,2021-01-31,2021-04-30,2021-03-08,7.2%,7087,2021
6081,4.81,1.800,1.4800,269.10m,20.84m,2,2020-10-31,2021-04-30,2020-12-03,3.3%,7087,2021
6082,6.17,2.000,1.4500,291.99m,26.76m,1,2020-07-31,2021-04-30,2020-09-08,4.3%,7087,2021
6083,6.64,1.500,1.4000,263.38m,28.77m,4,2020-04-30,2020-04-30,2020-06-22,4.7%,7087,2020
6084,7.53,2.800,1.3700,313.55m,32.66m,3,2020-01-31,2020-04-30,2020-03-09,5.5%,7087,2020
6085,6.89,2.500,1.3200,301.33m,29.87m,2,2019-10-31,2020-04-30,2019-12-10,5.2%,7087,2020
6086,18.76,7.000,3.4400,327.33m,30.51m,1,2019-07-31,2020-04-30,2019-09-11,5.5%,7087,2020
6087,13.39,5.000,3.2500,234.62m,21.78m,4,2019-04-30,2019-04-30,2019-06-21,4.1%,7087,2019
6088,21.89,8.000,3.2000,309.00m,35.62m,3,2019-01-31,2019-04-30,2019-03-18,6.8%,7087,2019
6089,14.26,5.000,3.0300,255.76m,23.21m,2,2018-10-31,2019-04-30,2018-12-12,4.7%,7087,2019
6090,13.53,5.000,2.9900,273.74m,22.01m,1,2018-07-31,2019-04-30,2018-09-12,4.5%,7087,2019
6091,12.37,5.000,2.8600,220.59m,20.14m,4,2018-04-30,2018-04-30,2018-06-22,4.3%,7087,2018
6092,19.14,7.000,2.8000,313.30m,31.14m,3,2018-01-31,2018-04-30,2018-03-15,6.8%,7087,2018
6093,12.60,4.500,2.6500,252.32m,20.50m,2,2017-10-31,2018-04-30,2017-12-12,4.8%,7087,2018
6094,12.04,3.500,2.6300,293.71m,19.59m,1,2017-07-31,2018-04-30,2017-09-14,4.6%,7087,2018
6095,1.39,1.000,1.6500,509.02m,20.07m,3,2022-09-30,2022-12-31,2022-11-24,0.8%,3859,2022
6096,1.84,1.500,1.6500,482.14m,26.40m,2,2022-06-30,2022-12-31,2022-08-18,1.1%,3859,2022
6097,1.16,1.000,1.6400,501.04m,16.66m,1,2022-03-31,2022-12-31,2022-05-19,0.7%,3859,2022
6098,1.43,1.500,1.6400,483.01m,20.52m,4,2021-12-31,2021-12-31,2022-02-24,0.9%,3859,2021
6099,-2.08,0.000,1.6300,66.18m,-29.91m,3,2021-09-30,2021-12-31,2021-11-25,-1.3%,3859,2021
6100,0.14,0.000,1.6500,326.49m,2.05m,2,2021-06-30,2021-12-31,2021-08-26,0.1%,3859,2021
6101,0.52,0.000,1.6500,383.88m,7.52m,1,2021-03-31,2021-12-31,2021-05-19,0.3%,3859,2021
6102,-2.86,2.000,1.6600,527.35m,-40.85m,4,2020-12-31,2020-12-31,2021-02-25,-1.7%,3859,2020
6103,2.13,2.000,1.7100,485.71m,30.26m,3,2020-09-30,2020-12-31,2020-11-26,1.2%,3859,2020
6104,-1.67,2.040,1.7100,50.55m,-23.67m,2,2020-06-30,2020-12-31,2020-08-26,-1.0%,3859,2020
6105,3.91,2.500,1.7500,609.54m,55.59m,1,2020-03-31,2020-12-31,2020-05-22,2.2%,3859,2020
6106,3.96,3.000,1.7400,630.93m,56.29m,4,2019-12-31,2019-12-31,2020-02-26,2.3%,3859,2019
6107,3.37,4.000,1.7200,652.10m,48.01m,3,2019-09-30,2019-12-31,2019-11-19,2.0%,3859,2019
6108,5.23,5.000,1.7400,666.40m,74.42m,2,2019-06-30,2019-12-31,2019-08-22,3.0%,3859,2019
6109,4.22,4.000,1.7300,756.25m,60.01m,1,2019-03-31,2019-12-31,2019-05-28,2.4%,3859,2019
6110,5.08,4.000,1.6700,724.41m,72.27m,4,2018-12-31,2018-12-31,2019-02-21,3.0%,3859,2018
6111,-4.96,4.000,1.6600,667.11m,-70.51m,3,2018-09-30,2018-12-31,2018-11-27,-3.0%,3859,2018
6112,3.38,3.000,1.7400,600.39m,48.05m,2,2018-06-30,2018-12-31,2018-08-24,1.9%,3859,2018
6113,3.86,4.000,1.7400,712.35m,54.94m,1,2018-03-31,2018-12-31,2018-05-21,2.2%,3859,2018
6114,1.94,0.000,1.4500,671.12m,47.06m,3,2022-09-30,2022-12-31,2022-11-30,1.3%,8583,2022
6115,0.85,0.000,1.4300,542.01m,43.04m,2,2022-06-30,2022-12-31,2022-08-29,0.6%,8583,2022
6116,1.78,0.000,1.4500,433.23m,43.18m,1,2022-03-31,2022-12-31,2022-05-31,1.2%,8583,2022
6117,0.53,2.650,1.4300,537.42m,40.01m,4,2021-12-31,2021-12-31,2022-02-28,0.4%,8583,2021
6118,1.65,0.000,1.4200,364.57m,40.17m,3,2021-09-30,2021-12-31,2021-11-30,1.2%,8583,2021
6119,0.55,0.000,1.4100,438.67m,40.40m,2,2021-06-30,2021-12-31,2021-08-30,0.4%,8583,2021
6120,1.66,0.000,1.4200,413.32m,40.28m,1,2021-03-31,2021-12-31,2021-05-31,1.2%,8583,2021
6121,0.02,1.660,1.4200,472.78m,28.13m,4,2020-12-31,2020-12-31,2021-02-25,0.0%,8583,2020
6122,1.11,0.000,1.4100,388.22m,27.00m,3,2020-09-30,2020-12-31,2020-11-30,0.8%,8583,2020
6123,-0.50,0.000,1.4000,298.62m,15.19m,2,2020-06-30,2020-12-31,2020-08-28,-0.4%,8583,2020
6124,0.48,0.000,1.4400,371.13m,30.07m,1,2020-03-31,2020-12-31,2020-05-29,0.3%,8583,2020
6125,0.73,3.350,1.4400,442.64m,44.99m,4,2019-12-31,2019-12-31,2020-02-28,0.5%,8583,2019
6126,1.29,0.000,1.4300,415.47m,50.02m,3,2019-09-30,2019-12-31,2019-11-27,0.9%,8583,2019
6127,0.96,0.000,1.4200,481.25m,50.32m,2,2019-06-30,2019-12-31,2019-08-30,0.7%,8583,2019
6128,1.51,0.000,1.4500,450.33m,55.01m,1,2019-03-31,2019-12-31,2019-05-30,1.0%,8583,2019
6129,1.79,4.500,1.4400,514.65m,66.02m,4,2018-12-31,2018-12-31,2019-02-27,1.2%,8583,2018
6130,1.89,0.000,1.4200,504.26m,64.23m,3,2018-09-30,2018-12-31,2018-11-16,1.3%,8583,2018
6131,2.26,0.000,1.4000,589.28m,77.13m,2,2018-06-30,2018-12-31,2018-08-30,1.6%,8583,2018
6132,1.89,0.000,1.4400,584.76m,64.20m,1,2018-03-31,2018-12-31,2018-05-31,1.3%,8583,2018
6133,1.36,0.000,1.1600,3.18b,66.54m,3,2022-09-30,2022-12-31,2022-11-29,1.2%,5264,2022
6134,2.44,2.800,1.1300,2.32b,119.15m,2,2022-06-30,2022-12-31,2022-08-23,2.2%,5264,2022
6135,1.04,0.000,1.1200,1.88b,50.88m,1,2022-03-31,2022-12-31,2022-05-24,0.9%,5264,2022
6136,0.19,0.000,1.1000,1.94b,9.21m,4,2021-12-31,2021-12-31,2022-02-23,0.2%,5264,2021
6137,1.37,0.000,1.1200,1.58b,67.16m,3,2021-09-30,2021-12-31,2021-11-26,1.2%,5264,2021
6138,2.41,3.100,1.1100,1.58b,117.73m,2,2021-06-30,2021-12-31,2021-08-20,2.2%,5264,2021
6139,1.24,0.000,1.1100,1.35b,60.44m,1,2021-03-31,2021-12-31,2021-05-19,1.1%,5264,2021
6140,0.85,0.000,1.0900,1.51b,41.64m,4,2020-12-31,2020-12-31,2021-02-19,0.8%,5264,2020
6141,1.04,0.000,1.1000,1.48b,50.80m,3,2020-09-30,2020-12-31,2020-11-24,0.9%,5264,2020
6142,2.15,2.800,1.1000,1.51b,104.96m,2,2020-06-30,2020-12-31,2020-08-18,2.0%,5264,2020
6143,1.82,0.000,1.1000,1.77b,89.18m,1,2020-03-31,2020-12-31,2020-05-20,1.7%,5264,2020
6144,2.18,4.110,1.1200,1.74b,106.41m,4,2019-12-31,2019-12-31,2020-02-19,1.9%,5264,2019
6145,1.93,0.000,1.1300,1.86b,94.49m,3,2019-09-30,2019-12-31,2019-11-20,1.7%,5264,2019
6146,1.07,2.440,1.1200,1.81b,52.25m,2,2019-06-30,2019-12-31,2019-08-23,1.0%,5264,2019
6147,1.37,0.000,1.1500,2.01b,67.00m,1,2019-03-31,2019-12-31,2019-05-27,1.2%,5264,2019
6148,1.74,3.500,1.1500,1.89b,85.48m,4,2018-12-31,2018-12-31,2019-02-22,1.5%,5264,2018
6149,1.70,0.000,1.1700,1.91b,83.50m,3,2018-09-30,2018-12-31,2018-11-23,1.5%,5264,2018
6150,1.06,2.100,1.1600,1.94b,52.55m,2,2018-06-30,2018-12-31,2018-08-23,0.9%,5264,2018
6151,1.06,0.000,1.2100,1.60b,52.91m,1,2018-03-31,2018-12-31,2018-05-23,0.9%,5264,2018
6152,18.22,0.000,7.0383,13.42b,2.17b,3,2022-09-30,2022-12-31,2022-11-23,2.6%,1155,2022
6153,15.52,28.000,7.0759,11.20b,1.86b,2,2022-06-30,2022-12-31,2022-08-25,2.2%,1155,2022
6154,17.22,0.000,7.0561,11.91b,2.04b,1,2022-03-31,2022-12-31,2022-05-26,2.4%,1155,2022
6155,17.32,30.000,7.2241,11.26b,2.06b,4,2021-12-31,2021-12-31,2022-02-24,2.4%,1155,2021
6156,14.41,0.000,7.1738,11.15b,1.68b,3,2021-09-30,2021-12-31,2021-11-25,2.0%,1155,2021
6157,17.05,28.000,7.2016,11.34b,1.96b,2,2021-06-30,2021-12-31,2021-08-26,2.4%,1155,2021
6158,20.96,0.000,7.3442,12.22b,2.39b,1,2021-03-31,2021-12-31,2021-05-27,2.9%,1155,2021
6159,13.68,38.500,7.5112,12.24b,1.54b,4,2020-12-31,2020-12-31,2021-02-25,1.8%,1155,2020
6160,17.37,13.500,7.4092,13.76b,1.95b,3,2020-09-30,2020-12-31,2020-11-27,2.3%,1155,2020
6161,8.38,0.000,7.3019,11.79b,941.73m,2,2020-06-30,2020-12-31,2020-08-27,1.1%,1155,2020
6162,18.23,0.000,6.9374,13.22b,2.05b,1,2020-03-31,2020-12-31,2020-05-21,2.6%,1155,2020
6163,21.79,39.000,7.2563,12.98b,2.45b,4,2019-12-31,2019-12-31,2020-02-27,3.0%,1155,2019
6164,17.78,0.000,7.0544,13.83b,2.00b,3,2019-09-30,2019-12-31,2019-11-28,2.5%,1155,2019
6165,17.46,25.000,7.0664,13.05b,1.94b,2,2019-06-30,2019-12-31,2019-08-29,2.5%,1155,2019
6166,16.37,0.000,7.0772,12.98b,1.81b,1,2019-03-31,2019-12-31,2019-05-30,2.3%,1155,2019
6167,21.05,32.000,6.8174,12.23b,2.33b,4,2018-12-31,2018-12-31,2019-02-26,3.1%,1155,2018
6168,17.91,0.000,6.6580,12.06b,1.96b,3,2018-09-30,2018-12-31,2018-11-29,2.7%,1155,2018
6169,17.94,25.000,6.5799,11.51b,1.96b,2,2018-06-30,2018-12-31,2018-08-30,2.7%,1155,2018
6170,17.26,0.000,6.7160,11.52b,1.87b,1,2018-03-31,2018-12-31,2018-05-28,2.6%,1155,2018
6171,4.53,0.000,1.3200,799.45m,46.21m,3,2022-09-30,2022-12-31,2022-11-21,3.4%,3662,2022
6172,3.10,1.500,1.2800,661.68m,31.65m,2,2022-06-30,2022-12-31,2022-08-25,2.4%,3662,2022
6173,1.99,0.000,1.2300,634.88m,20.32m,1,2022-03-31,2022-12-31,2022-05-27,1.6%,3662,2022
6174,2.36,2.000,1.2300,694.69m,24.03m,4,2021-12-31,2021-12-31,2022-02-28,1.9%,3662,2021
6175,0.38,0.000,1.2100,620.52m,3.91m,3,2021-09-30,2021-12-31,2021-11-17,0.3%,3662,2021
6176,12.59,0.000,1.2000,576.17m,128.31m,2,2021-06-30,2021-12-31,2021-08-20,10.5%,3662,2021
6177,1.74,0.000,1.0700,708.77m,17.66m,1,2021-03-31,2021-12-31,2021-05-28,1.6%,3662,2021
6178,1.71,1.000,1.0600,712.01m,17.27m,4,2020-12-31,2020-12-31,2021-02-26,1.6%,3662,2020
6179,0.93,0.000,1.0500,665.86m,9.41m,3,2020-09-30,2020-12-31,2020-11-20,0.9%,3662,2020
6180,-0.44,0.000,1.0600,648.51m,-4.48m,2,2020-06-30,2020-12-31,2020-08-27,-0.4%,3662,2020
6181,-1.67,0.000,1.0400,654.28m,-16.79m,1,2020-03-31,2020-12-31,2020-05-15,-1.6%,3662,2020
6182,0.32,1.800,1.0900,719.67m,3.26m,4,2019-12-31,2019-12-31,2020-02-27,0.3%,3662,2019
6183,2.06,0.000,1.0900,701.21m,20.70m,3,2019-09-30,2019-12-31,2019-11-13,1.9%,3662,2019
6184,-0.06,1.200,1.0800,625.52m,-580.00k,2,2019-06-30,2019-12-31,2019-08-14,-0.1%,3662,2019
6185,2.41,0.000,1.1000,635.17m,19.87m,1,2019-03-31,2019-12-31,2019-05-24,2.2%,3662,2019
6186,3.02,1.000,1.4900,669.54m,16.60m,4,2018-12-31,2018-12-31,2019-02-27,2.0%,3662,2018
6187,-0.94,0.000,1.4500,642.75m,-5.19m,3,2018-09-30,2018-12-31,2018-11-08,-0.6%,3662,2018
6188,0.87,2.000,1.4800,547.68m,4.77m,2,2018-06-30,2018-12-31,2018-08-17,0.6%,3662,2018
6189,0.29,0.000,1.4600,563.82m,1.60m,1,2018-03-31,2018-12-31,2018-05-30,0.2%,3662,2018
6190,-1.42,0.000,4.2485,863.61m,-9.04m,3,2022-09-30,2022-12-31,2022-11-29,-0.3%,5014,2022
6191,-4.37,0.000,4.2584,689.76m,-58.15m,2,2022-06-30,2022-12-31,2022-08-25,-1.0%,5014,2022
6192,-7.17,0.000,4.3020,570.85m,-104.76m,1,2022-03-31,2022-12-31,2022-05-30,-1.7%,5014,2022
6193,-9.11,0.000,4.3711,551.34m,-136.73m,4,2021-12-31,2021-12-31,2022-02-28,-2.1%,5014,2021
6194,-11.86,0.000,4.4768,461.33m,-182.32m,3,2021-09-30,2021-12-31,2021-11-29,-2.6%,5014,2021
6195,-14.49,0.000,4.6019,323.42m,-226.09m,2,2021-06-30,2021-12-31,2021-08-23,-3.1%,5014,2021
6196,-14.19,0.000,4.7322,336.91m,-221.30m,1,2021-03-31,2021-12-31,2021-05-28,-3.0%,5014,2021
6197,-42.16,0.000,4.8815,263.64m,-685.02m,4,2020-12-31,2020-12-31,2021-02-26,-8.6%,5014,2020
6198,-20.14,0.000,5.3073,396.69m,-319.72m,3,2020-09-30,2020-12-31,2020-11-30,-3.8%,5014,2020
6199,-6.35,0.000,5.4920,272.18m,-91.07m,2,2020-06-30,2020-12-31,2020-08-27,-1.2%,5014,2020
6200,-2.09,0.000,5.5394,933.84m,-20.39m,1,2020-03-31,2020-12-31,2020-05-22,-0.4%,5014,2020
6201,0.91,0.000,5.6204,1.34b,29.51m,4,2019-12-31,2019-12-31,2020-02-28,0.2%,5014,2019
6202,11.05,0.000,5.6105,1.36b,197.87m,3,2019-09-30,2019-12-31,2019-11-27,2.0%,5014,2019
6203,8.78,0.000,5.5794,1.26b,160.08m,2,2019-06-30,2019-12-31,2019-08-30,1.6%,5014,2019
6204,8.16,0.000,5.5510,1.25b,149.58m,1,2019-03-31,2019-12-31,2019-05-31,1.5%,5014,2019
6205,-0.05,0.000,5.5091,1.25b,28.10m,4,2018-12-31,2018-12-31,2019-02-28,0.0%,5014,2018
6206,9.28,0.000,5.5223,1.23b,168.49m,3,2018-09-30,2018-12-31,2018-11-21,1.7%,5014,2018
6207,3.47,0.000,5.4397,1.15b,86.12m,2,2018-06-30,2018-12-31,2018-08-28,0.6%,5014,2018
6208,25.94,0.000,5.4850,1.22b,444.60m,1,2018-03-31,2018-12-31,2018-05-28,4.7%,5014,2018
6209,0.82,0.000,1.1967,654.64m,58.96m,3,2022-09-30,2022-12-31,2022-11-24,0.7%,1171,2022
6210,1.98,0.000,1.1931,656.27m,142.30m,2,2022-06-30,2022-12-31,2022-08-25,1.7%,1171,2022
6211,3.25,0.000,1.1978,664.55m,58.21m,1,2022-03-31,2022-12-31,2022-05-26,2.7%,1171,2022
6212,1.07,3.000,1.2103,597.73m,76.46m,4,2021-12-31,2021-12-31,2022-02-24,0.9%,1171,2021
6213,-1.49,0.000,1.2352,681.05m,-104.58m,3,2021-09-30,2021-12-31,2021-11-29,-1.2%,1171,2021
6214,5.78,0.000,1.2984,664.94m,403.41m,2,2021-06-30,2021-12-31,2021-08-25,4.5%,1171,2021
6215,0.94,0.000,1.2293,680.98m,63.41m,1,2021-03-31,2021-12-31,2021-05-27,0.8%,1171,2021
6216,1.42,0.000,1.2732,752.17m,96.84m,4,2020-12-31,2020-12-31,2021-02-25,1.1%,1171,2020
6217,3.81,0.000,1.2695,765.57m,258.24m,3,2020-09-30,2020-12-31,2020-11-30,3.0%,1171,2020
6218,-0.19,0.000,1.2812,886.35m,-12.51m,2,2020-06-30,2020-12-31,2020-08-26,-0.1%,1171,2020
6219,-1.09,0.000,1.2593,741.41m,-73.25m,1,2020-03-31,2020-12-31,2020-06-25,-0.9%,1171,2020
6220,5.44,0.000,1.3144,784.14m,356.69m,4,2019-12-31,2019-12-31,2020-02-28,4.1%,1171,2019
